ResponseId,state,empsta,weights,hcity,zip_code,urban,suburban,rural,ext_heat_impact_wlb,heat_imp_1,heat_imp_2,heat_imp_3,heat_imp_4,heat_imp_5,ext_heat_cope,ext_heat_likely_repeat,ext_heat_affect,ext_heat_lkly_normal_business,ext_heat_lkly_stay_home,ext_heat_lkly_seek_shelter,ext_heat_lkly_social_connection,ext_heat_lkly_leave_town,ext_heat_lkly_supplies,ext_heat_lkly_follow_officials,ext_heat_lkly_comm_supports,ext_heat_indoor_restaurant,ext_heat_takeout_pickup,ext_heat_food_delivery,ext_heat_public_indoors,ext_heat_wfh,ext_heat_commute,ext_heat_car_travel,ext_heat_public_transit,ext_heat_stay_home,ext_heat_stay_family_friends,ext_heat_check_family_friends,ext_heat_volunteer_community,ext_heat_ac_equipped,CR,SE,PR,female,age_3150,age_5165,age_65p,age_cat,edu_bs,bs_grad,white,black,asian,hispanic_raw,hispanic_c,race_cat,in50,in50100,income_cat,hhsize1,hhsize2,hhsize_cat,child,dis_yes,work_out,tcom_no,sa_home,hhveh0,ac_raw,ac_c,PopDens_low,PopDens_medium,PopDens_high,PopDens_cat,EmpDens_low,EmpDens_medium,EmpDens_high,EmpDens_cat,NetworkDensity_low,NetworkDensity_medium,NetworkDensity_high,NetworkDensity_cat,Diversity_low,Diversity_medium,Diversity_high,Diversity_cat,TransitAccess_low,TransitAccess_medium,TransitAccess_high,TransitAccess_cat,NatWalkInd_very_low,NatWalkInd_low,NatWalkInd_high,NatWalkInd_very_high,NatWalkInd_cat
3982,49,4,0.014691896,0,98038,0,1,0,3,0,0,1,0,0,3,5,4,3,4,1,3,2,4,5,5,2,1,1,4,2,2,2,2,2,3,3,3,1,0.659116538,0.541386544,-0.31875151,1,0,0,1,4,1,1,1,0,0,2,0,4,0,1,2,1,0,1,0,0,0,0,1,0,1,1,0,1,0,2,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,2
3983,49,2,0.178656522,0,98569,0,0,1,3,0,0,1,0,0,3,5,3,3,4,3,4,4,5,4,4,2,2,2,3,2,2,2,1,3,1,2,2,1,-0.864761867,-0.365950802,0.853179852,1,0,1,0,3,0,0,1,0,0,2,0,4,0,0,3,0,1,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3986,49,4,0.052603412,0,98290,0,1,0,4,0,0,0,1,0,1,1,3,4,5,3,1,1,4,5,5,2,2,2,4,2,2,1,2,2,4,1,3,1,0.728194985,-0.768812154,0.75231567,0,0,1,0,3,0,0,1,0,0,2,0,4,1,0,1,0,0,3,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0,2,1,0,0,1,1,0,0,1,0,1,0,2,1,0,0,0,1
3987,49,4,0.013562203,0,98087,1,0,0,3,0,0,1,0,0,3,5,5,1,5,4,4,2,5,5,5,3,3,2,4,2,1,3,1,2,3,4,4,0,0.837094707,-0.15664895,0.333167594,1,0,0,1,4,0,0,1,0,0,2,0,4,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,2,0,0,1,3,0,1,0,2,1,0,0,1,0,0,0,1,4
3988,49,2,0.037025346,0,98188,1,0,0,2,0,1,0,0,0,1,3,1,5,2,1,1,1,1,1,1,2,2,2,3,2,2,2,2,2,4,3,4,0,-1.942313511,0.117705747,-0.463006922,0,0,0,1,4,0,0,1,0,0,2,0,4,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,3,0,0,1,3,0,0,1,3,0,0,1,3,0,0,1,0,3
3990,49,4,0.194968959,0,98466,0,1,0,1,1,0,0,0,0,1,3,1,2,4,2,2,2,3,3,2,2,2,2,3,2,2,1,2,3,4,2,2,0,-0.103194935,-0.747745964,1.316639666,0,0,0,1,4,0,1,1,0,0,2,0,4,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,2,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,4
3991,49,4,0.016439288,0,98387,0,1,0,3,0,0,1,0,0,3,5,4,4,5,1,1,3,5,5,4,2,2,2,1,2,2,2,2,2,4,2,2,1,-0.099074134,0.774987594,0.124024997,1,0,0,1,4,0,0,1,0,0,2,0,4,0,0,0,0,1,2,0,1,0,0,1,0,1,1,0,1,0,2,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,2
3993,49,2,0.020640353,0,98026,0,1,0,2,0,1,0,0,0,2,4,3,4,4,1,1,1,1,1,1,2,1,1,3,2,2,2,2,2,1,1,1,1,-1.06189015,-0.91155442,1.031791957,1,1,0,0,2,0,0,1,0,0,2,0,4,1,0,1,0,0,3,1,0,0,0,0,0,1,1,0,1,0,2,0,0,1,3,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,3
3994,49,2,0.005260536,0,98444,0,1,0,3,0,0,1,0,0,2,5,3,2,5,3,3,3,5,5,4,3,3,3,2,3,3,3,2,3,1,2,2,0,0.588762599,0.980601221,0.854780685,1,0,0,1,4,1,1,1,0,0,2,0,4,1,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,1,3,0,1,0,2,0,0,1,3,0,1,0,2,0,1,0,2,0,0,0,1,4
3996,49,4,0.015088901,0,98056,0,1,0,4,0,0,0,1,0,2,5,4,4,2,1,1,1,4,4,4,2,2,2,4,2,2,2,2,2,4,3,3,1,-0.932048554,0.622822283,0.016663114,1,0,1,0,3,0,1,1,0,0,2,0,4,0,1,2,0,1,2,0,0,0,0,1,0,1,1,0,0,1,3,0,1,0,2,1,0,0,1,0,1,0,2,1,0,0,1,0,0,0,1,4
3997,49,2,0.007953657,0,98058,0,1,0,4,0,0,0,1,0,3,5,5,4,4,2,1,4,4,2,1,1,3,2,3,2,2,2,2,2,3,3,3,1,0.83706925,1.477631166,0.317956946,1,1,0,0,2,0,0,0,0,0,1,1,1,1,0,1,0,0,3,1,0,0,0,1,1,1,1,0,1,0,2,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,2
3998,49,4,0.04687307,0,98335,0,1,0,2,0,1,0,0,0,2,1,0,5,5,1,1,1,5,5,5,3,3,2,3,2,2,3,2,2,4,3,3,1,1.423925945,0.456637876,0.21609946,1,0,0,1,4,0,0,1,0,0,1,1,1,0,1,2,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,2,1,0,0,1,1,0,0,1,1,0,0,0,1
3999,49,4,0.010419822,0,98290,0,1,0,5,0,0,0,0,1,2,3,4,1,5,2,2,2,5,5,3,2,2,2,4,2,2,1,2,3,4,2,4,1,0.10853426,0.600768382,0.140418406,1,0,1,0,3,0,0,1,0,0,2,0,4,1,0,1,0,0,3,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0,2,1,0,0,1,1,0,0,1,0,1,0,2,1,0,0,0,1
4000,49,4,0.192415976,0,98119,1,0,0,3,0,0,1,0,0,3,5,3,1,3,1,4,1,4,3,4,1,1,1,3,2,2,2,2,3,1,2,2,1,-0.708000051,-0.911308847,-0.309668239,1,0,0,0,1,0,0,1,0,0,2,0,4,1,0,1,0,1,2,0,1,0,0,0,1,1,1,0,0,1,3,0,0,1,3,1,0,0,1,0,0,1,3,1,0,0,1,0,0,0,1,4
4001,49,2,0.170662924,0,98040,0,1,0,1,1,0,0,0,0,1,4,1,4,4,1,1,1,1,5,4,1,3,3,2,3,1,2,1,3,2,2,4,1,0.240999434,0.632344922,0.225869149,1,0,0,0,1,1,1,1,0,1,2,0,3,0,1,2,1,0,1,0,0,0,1,0,0,1,1,0,1,0,2,0,1,0,2,0,0,1,3,1,0,0,1,1,0,0,1,0,0,1,0,3
4006,49,2,0.021381525,0,98188,1,0,0,3,0,0,1,0,0,3,4,4,4,3,3,4,2,4,5,4,2,2,2,2,2,2,2,2,2,4,2,3,0,-0.010452231,-0.622854192,-0.735336563,1,0,1,0,3,0,0,1,0,0,2,0,4,1,0,1,0,1,2,0,0,0,1,0,0,0,0,0,0,1,3,0,0,1,3,0,0,1,3,0,0,1,3,0,0,1,3,0,0,1,0,3
4007,49,2,0.012095462,0,98116,1,0,0,3,0,0,1,0,0,3,4,3,2,5,3,4,3,2,3,4,1,3,2,3,3,1,2,1,3,2,2,2,1,0.421322253,1.035563525,0.119980748,1,0,1,0,3,1,1,1,0,0,2,0,4,0,1,2,0,0,3,0,0,0,0,0,0,1,1,0,0,1,3,0,0,1,3,1,0,0,1,1,0,0,1,0,1,0,2,0,0,0,1,4
4012,49,2,0.219163027,0,98103,1,0,0,3,0,0,1,0,0,1,1,5,4,5,4,4,5,5,5,4,3,3,2,3,2,3,2,3,3,2,3,3,1,0.711909219,1.287779322,0.626033809,0,0,0,0,1,1,1,1,0,0,2,0,4,0,0,3,0,0,3,0,0,0,1,1,0,1,1,0,0,1,3,0,0,1,3,1,0,0,1,0,0,1,3,1,0,0,1,0,0,0,1,4
4013,49,4,0.003963447,0,98270,0,1,0,5,0,0,0,0,1,5,5,5,4,4,4,1,1,4,4,1,2,1,2,1,2,2,2,1,2,2,3,3,1,-1.369322968,0.524025824,0.139161548,1,1,0,0,2,0,0,0,0,0,2,0,5,1,0,1,0,0,3,0,1,0,0,0,0,1,1,0,1,0,2,0,1,0,2,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,3
4015,49,2,0.033059464,0,98391,0,1,0,2,0,1,0,0,0,1,2,1,5,3,2,3,1,2,2,2,3,3,3,2,2,2,2,2,2,3,3,4,1,-2.19162586,0.291205478,0.214979043,1,1,0,0,2,0,0,1,0,0,2,0,4,1,0,1,0,0,3,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1
4017,49,2,0.055769519,0,98199,1,0,0,2,0,1,0,0,0,1,5,4,1,5,5,5,4,4,5,4,1,3,3,1,3,1,1,3,3,2,2,2,1,0.958046305,1.703264022,0.842050728,1,1,0,0,2,1,1,1,0,0,2,0,4,0,0,3,0,0,3,1,0,0,1,1,0,1,1,0,0,1,3,0,0,1,3,1,0,0,1,0,1,0,2,1,0,0,1,0,0,0,1,4
4019,49,4,0.239734587,0,98002,1,0,0,2,0,1,0,0,0,2,4,4,2,4,4,4,1,4,3,1,2,1,3,2,1,3,3,1,3,2,2,1,0,-1.523758616,1.013658388,0.675478201,0,1,0,0,2,0,0,1,0,0,2,0,4,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,3,0,0,1,3,0,1,0,2,0,1,0,2,0,1,0,2,0,0,0,1,4
4020,49,2,0.015386079,0,98122,1,0,0,3,0,0,1,0,0,2,5,3,4,4,4,4,4,4,4,4,3,3,2,3,2,3,3,2,2,3,3,2,1,-0.23644964,1.335241551,-0.135401182,1,1,0,0,2,0,1,1,0,0,2,0,4,0,1,2,0,0,3,1,1,0,0,1,0,1,1,0,0,1,3,0,0,1,3,1,0,0,1,0,0,1,3,0,0,1,3,0,0,0,1,4
4024,49,4,0.035260588,0,98055,0,1,0,4,0,0,0,1,0,3,3,4,3,2,1,4,3,4,4,4,3,3,1,2,2,2,2,1,1,3,2,2,0,0.625066392,1.786368339,-1.15973354,1,0,1,0,3,1,1,1,0,0,2,0,4,0,1,2,0,1,2,0,0,0,0,1,0,0,0,0,1,0,2,0,0,1,3,0,0,1,3,0,0,1,3,1,0,0,1,0,0,1,0,3
4025,49,4,0.01985678,0,98374,0,1,0,3,0,0,1,0,0,2,5,3,2,4,3,2,2,4,4,3,2,3,3,2,3,1,2,3,3,1,2,2,1,-0.71848561,0.240653504,0.182130057,0,0,0,1,4,1,1,1,0,0,2,0,4,0,1,2,1,0,1,0,0,0,0,1,0,1,1,0,1,0,2,0,1,0,2,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1
4026,49,2,0.022453993,0,98208,0,1,0,2,0,1,0,0,0,1,4,1,4,4,1,1,2,3,5,3,2,2,2,3,2,2,2,2,2,4,3,4,1,-0.040372879,-1.361379717,0.132907118,1,1,0,0,2,0,0,1,0,0,2,0,4,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,2,0,0,1,3,0,0,1,3,0,1,0,2,1,0,0,1,0,0,1,0,3
4027,49,2,0.088257841,0,98045,0,1,0,2,0,1,0,0,0,2,4,2,4,4,1,1,1,3,5,4,2,2,2,3,2,2,2,2,3,4,2,2,1,0.41868425,0.609061382,0.181971898,0,1,0,0,2,0,1,1,0,0,2,0,4,0,0,3,0,0,3,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0,2,0,1,0,2,0,0,1,3,1,0,0,1,0,0,1,0,3
4031,49,2,0.026250428,0,98059,0,1,0,4,0,0,0,1,0,3,1,3,4,4,5,4,4,5,5,4,1,1,1,1,2,2,3,2,3,3,3,2,1,0.91656497,1.448716292,0.255396764,1,1,0,0,2,0,1,1,0,0,2,0,4,0,0,3,0,0,3,1,0,0,1,1,0,1,1,0,1,0,2,0,1,0,2,1,0,0,1,0,0,1,3,1,0,0,1,0,0,1,0,3
4032,49,2,0.025647794,0,98188,1,0,0,3,0,0,1,0,0,4,4,3,5,4,3,4,5,4,5,4,2,2,2,3,2,2,2,2,2,3,3,4,1,-0.20357145,1.305159481,1.035655981,0,1,0,0,2,0,1,1,0,0,2,0,4,0,0,3,0,0,3,1,0,1,1,1,0,1,1,0,0,1,3,0,0,1,3,0,0,1,3,0,0,1,3,0,0,1,3,0,0,1,0,3
4033,49,2,0.079670384,0,98036,0,1,0,3,0,0,1,0,0,2,4,2,4,4,1,1,1,4,5,2,2,2,2,4,2,2,2,2,2,4,3,3,1,0.841745411,0.290590013,1.058931135,1,0,0,1,4,1,1,1,0,0,2,0,4,0,0,3,0,0,3,1,0,0,0,1,0,1,1,0,1,0,2,0,0,1,3,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,3
4036,49,2,0.026940315,0,98124,1,0,0,1,1,0,0,0,0,2,3,2,4,4,2,2,4,4,4,4,1,3,3,2,3,2,2,2,3,1,4,1,1,-1.273960211,1.284800284,0.734749422,1,1,0,0,2,0,0,0,0,1,2,0,3,1,0,1,0,0,3,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4039,5,2,0.239328714,0,90001,1,0,0,4,0,0,0,1,0,2,5,5,5,3,4,5,5,4,5,4,1,3,2,2,1,3,3,1,3,2,3,1,1,1.139831793,1.030530317,0.771438576,1,1,0,0,2,0,1,1,0,0,2,0,4,0,0,3,0,0,3,1,0,0,0,1,0,1,1,0,0,1,3,0,0,1,3,1,0,0,1,0,0,1,3,0,0,1,3,0,0,0,1,4
4040,49,4,0.021712349,0,98407,0,1,0,1,1,0,0,0,0,1,4,2,5,4,2,2,2,3,3,3,2,2,2,3,2,2,2,2,2,3,3,3,0,-0.390350479,-0.474210846,0.250764884,1,0,1,0,3,0,0,1,0,0,2,0,4,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,2,0,1,0,2,1,0,0,1,1,0,0,1,0,1,0,2,0,0,0,1,4
4042,49,2,0.153693236,0,98122,1,0,0,3,0,0,1,0,0,3,4,3,2,5,3,3,5,5,5,3,2,1,1,3,2,2,2,1,2,2,2,3,1,1.043588442,1.464200946,1.082423828,1,1,0,0,2,1,1,1,0,0,1,1,1,0,0,3,0,0,3,1,0,0,1,1,0,1,1,0,0,1,3,0,0,1,3,1,0,0,1,0,0,1,3,0,0,1,3,0,0,0,1,4
4044,49,3,0.007516993,0,98059,0,1,0,1,1,0,0,0,0,1,5,5,5,1,1,1,1,1,5,5,2,2,2,3,2,2,2,2,2,3,3,4,0,1.27821638,-1.427731882,-0.128444138,1,1,0,0,2,0,0,1,0,0,2,0,4,1,0,1,0,0,3,0,0,0,0,1,1,0,0,0,1,0,2,0,1,0,2,1,0,0,1,0,0,1,3,1,0,0,1,0,0,1,0,3
4046,49,2,0.026065335,0,98498,0,1,0,2,0,1,0,0,0,3,4,3,2,5,1,1,1,3,1,1,1,1,3,3,2,2,1,1,3,1,2,1,1,-0.323251085,-0.556645958,-0.280447418,1,0,0,1,4,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,2,0,1,0,2,0,1,0,2,1,0,0,1,0,1,0,2,0,0,1,0,3
4047,49,1,0.124355944,0,98383,0,1,0,3,0,0,1,0,0,3,4,2,5,5,1,1,1,1,4,1,2,2,2,3,2,2,2,2,2,3,3,3,1,-0.536413649,-0.556443715,1.174848737,1,1,0,0,2,1,1,1,0,0,2,0,4,0,0,3,0,1,2,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,2,0,1,0,2,1,0,0,1,1,0,0,1,1,0,0,0,1
4050,49,2,0.146978991,0,98144,1,0,0,3,0,0,1,0,0,3,4,4,4,3,4,4,4,3,4,4,1,3,3,1,2,2,1,1,3,2,1,1,1,-0.286455826,0.409315719,0.261884556,0,1,0,0,2,0,0,0,0,1,2,0,3,1,0,1,0,1,2,1,0,0,0,0,0,1,1,0,0,1,3,0,0,1,3,0,0,1,3,0,0,1,3,0,0,1,3,0,0,0,1,4
4051,49,1,0.036207965,0,98030,1,0,0,5,0,0,0,0,1,3,5,4,5,1,1,1,1,1,5,1,3,1,3,2,1,3,3,3,1,2,2,4,0,0.007614071,-1.475514981,1.328941665,1,0,0,0,1,0,0,0,1,0,2,0,2,0,1,2,0,0,3,1,0,0,0,0,0,0,0,0,0,1,3,0,0,1,3,1,0,0,1,1,0,0,1,0,1,0,2,0,0,0,1,4
4052,49,2,0.051810373,0,98034,1,0,0,3,0,0,1,0,0,3,1,4,1,3,1,3,2,4,4,3,1,2,2,1,2,2,2,1,2,2,2,2,0,-0.726650175,0.502623937,0.58796975,0,1,0,0,2,1,1,0,1,0,2,0,2,0,0,3,0,0,3,1,0,0,0,1,0,0,0,0,0,1,3,0,0,1,3,0,1,0,2,0,1,0,2,1,0,0,1,0,0,1,0,3
4057,49,4,0.006912069,0,98372,0,1,0,2,0,1,0,0,0,2,5,3,2,5,2,4,2,4,4,3,2,3,3,1,2,2,2,1,3,3,2,2,0,1.048438165,-1.623643855,-0.408305025,1,0,1,0,3,0,0,1,0,0,2,0,4,1,0,1,0,0,3,1,1,0,0,1,0,0,0,0,1,0,2,0,0,1,3,0,0,1,3,0,1,0,2,0,1,0,2,0,1,0,0,2
4058,49,4,0.064225044,0,98433,0,1,0,3,0,0,1,0,0,3,4,1,3,3,1,1,1,1,5,2,2,2,2,4,1,2,2,2,1,4,1,4,1,-0.428349587,-1.720409233,0.053144689,1,0,0,0,1,0,0,1,0,0,2,0,4,1,0,1,0,0,3,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,2,0,0,1,3,0,1,0,2,1,0,0,0,1
4059,49,4,0.037047193,0,98223,0,1,0,2,0,1,0,0,0,2,1,3,3,4,2,2,2,3,4,2,2,2,2,4,2,2,2,2,2,4,2,3,1,-1.345810977,-0.118392395,0.423470133,1,0,0,1,4,1,1,1,0,0,2,0,4,0,1,2,0,1,2,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,2,1,0,0,1,1,0,0,1,1,0,0,0,1
4062,49,2,0.062105066,0,98188,1,0,0,3,0,0,1,0,0,1,5,2,5,2,1,1,1,1,4,4,2,2,2,3,2,2,2,2,2,4,3,3,1,-1.064080842,0.561619034,0.516253649,0,0,0,0,1,0,0,0,1,0,2,0,2,0,1,2,0,0,3,1,0,1,1,0,0,1,1,0,0,1,3,0,0,1,3,0,0,1,3,0,0,1,3,0,0,1,3,0,0,1,0,3
4063,49,2,0.476384983,0,98103,1,0,0,5,0,0,0,0,1,2,3,5,4,5,5,4,4,3,4,3,2,1,2,2,1,2,2,1,1,3,4,3,1,-1.169896134,0.041418588,-2.214214793,0,0,0,0,1,1,1,1,0,0,2,0,4,0,0,3,0,1,2,0,0,0,0,1,0,1,1,0,0,1,3,0,0,1,3,1,0,0,1,0,0,1,3,1,0,0,1,0,0,0,1,4
4064,49,2,0.106606965,0,98292,0,1,0,3,0,0,1,0,0,3,4,3,4,1,1,1,1,1,4,4,3,2,2,2,2,2,3,2,2,2,2,3,0,1.045791404,-0.115977107,0.138009673,0,0,1,0,3,0,0,1,0,0,2,0,4,0,1,2,0,1,2,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1
4066,49,4,0.000341199,0,98597,0,1,0,2,0,1,0,0,0,2,2,3,1,1,1,1,3,1,1,1,2,2,2,4,2,2,2,2,2,4,4,3,0,-2.744166986,-0.755817748,1.020313293,1,1,0,0,2,0,0,0,0,0,2,0,5,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,2,1,0,0,1,1,0,0,0,1
4067,49,2,0.015672293,0,98023,0,1,0,5,0,0,0,0,1,4,4,5,4,2,3,4,1,5,5,2,3,1,1,2,1,3,3,1,1,2,2,1,0,-0.350832267,-0.60495767,0.075111088,1,1,0,0,2,0,0,0,1,0,2,0,2,1,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,1,3,0,1,0,2,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,3
4070,49,4,0.103761411,0,98272,0,1,0,3,0,0,1,0,0,3,5,4,2,5,1,3,1,1,5,4,2,2,2,2,2,2,2,2,2,4,2,3,1,0.785535758,-0.534361255,-1.804244244,1,0,0,1,4,0,0,1,0,0,2,0,4,0,0,3,0,0,3,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,1,3,0,1,0,2,1,0,0,1,1,0,0,0,1
4073,49,1,0.01154107,0,98311,0,1,0,3,0,0,1,0,0,3,4,3,3,5,3,4,4,5,5,5,3,3,3,2,2,2,3,1,3,2,2,2,0,0.1569851,-0.241457162,-0.024681975,1,1,0,0,2,0,0,1,0,0,2,0,4,1,0,1,0,0,3,1,0,0,1,0,0,0,0,0,1,0,2,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,2
4076,49,2,0.057482633,0,98052,0,1,0,5,0,0,0,0,1,3,6,1,4,3,1,3,1,3,3,1,2,2,2,3,2,2,2,2,2,3,3,3,0,-1.445582465,0.093604104,-1.966257365,1,0,1,0,3,0,1,0,1,0,2,0,2,0,0,0,0,1,2,0,0,0,1,0,1,0,0,0,1,0,2,0,0,1,3,0,1,0,2,1,0,0,1,1,0,0,1,0,0,1,0,3
4077,49,4,0.072025914,0,98204,1,0,0,3,0,0,1,0,0,1,4,2,3,3,1,1,2,2,2,2,1,1,1,1,3,1,3,1,1,1,1,1,1,-1.58723114,0.227454565,-1.203197843,0,0,1,1,4,0,0,1,0,0,2,0,4,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,3,0,0,1,3,0,1,0,2,0,0,1,3,1,0,0,1,0,0,0,1,4
4082,49,4,0.021209547,0,98032,1,0,0,2,0,1,0,0,0,1,3,1,5,2,1,1,1,2,4,2,1,1,1,2,2,2,2,2,3,1,2,1,0,0.424031582,-0.618721006,-0.670157974,1,1,0,0,2,0,0,0,1,0,2,0,2,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,3,0,0,1,3,0,1,0,2,0,1,0,2,0,0,0,1,4
4083,49,2,0.069792845,0,98466,0,1,0,2,0,1,0,0,0,3,5,3,2,5,1,1,1,1,3,2,2,2,3,4,2,1,1,2,3,4,2,4,0,-1.18407261,-1.682125781,-1.387201597,1,0,1,0,3,0,0,1,0,0,2,0,4,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,2,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,4
4084,49,2,0.048946574,0,98164,1,0,0,3,0,0,1,0,0,3,5,5,3,5,4,3,2,4,5,4,2,3,3,1,2,1,2,1,2,2,2,3,1,0.569665713,0.56934111,-0.534133432,1,1,0,0,2,1,1,1,0,0,2,0,4,0,0,3,0,0,3,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4086,49,4,0.031988921,0,98103,1,0,0,3,0,0,1,0,0,2,5,3,2,5,2,4,1,2,4,1,2,3,3,3,2,2,3,3,3,2,2,4,0,-2.168312761,0.099590329,-0.411950104,0,1,0,0,2,0,0,1,0,0,2,0,4,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,3,0,0,1,3,1,0,0,1,0,0,1,3,1,0,0,1,0,0,0,1,4
4089,49,2,0.027561981,0,98178,0,1,0,4,0,0,0,1,0,1,5,5,4,5,5,5,4,4,3,4,2,3,3,3,3,2,1,1,1,2,2,3,1,0.79351907,0.051632285,0.731416631,0,0,1,0,3,0,1,1,0,0,2,0,4,0,0,3,0,0,3,1,0,1,0,0,0,1,1,0,1,0,2,0,0,1,3,0,0,1,3,1,0,0,1,0,1,0,2,0,0,0,1,4
4090,49,2,0.065301376,0,98146,0,1,0,1,1,0,0,0,0,3,1,0,4,2,2,2,3,1,4,3,3,2,2,3,2,3,2,2,2,3,2,2,1,0.911211599,0.750069075,-1.445685819,1,1,0,0,2,1,1,1,0,0,2,0,4,0,0,3,0,0,3,1,0,0,1,1,0,1,1,0,0,1,3,0,1,0,2,1,0,0,1,0,1,0,2,0,1,0,2,0,0,1,0,3
4091,49,4,0.064181234,0,98126,0,1,0,3,0,0,1,0,0,3,5,3,2,4,1,2,1,2,4,3,1,3,3,2,1,3,3,3,3,1,1,3,0,0.388979308,1.19700725,0.267558578,0,1,0,0,2,0,0,1,0,0,2,0,4,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,3,0,1,0,2,0,1,0,2,1,0,0,1,0,1,0,2,0,0,0,1,4
4093,49,2,0.137130394,0,98105,1,0,0,3,0,0,1,0,0,2,5,2,5,4,2,4,4,5,4,3,2,2,2,3,2,2,1,3,3,3,3,3,1,0.297637304,1.354412644,0.063171204,0,0,0,0,1,1,1,0,0,1,2,0,3,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,3,0,0,1,3,0,0,1,3,0,0,1,3,1,0,0,1,0,0,0,1,4
4094,49,4,0.021712349,0,98270,0,1,0,1,1,0,0,0,0,2,5,3,3,4,2,2,2,4,4,3,2,2,2,4,2,2,2,2,2,1,3,3,1,0.694138431,-0.71958014,-0.3920546,1,0,1,0,3,0,0,1,0,0,2,0,4,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,2,0,1,0,2,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,3
4096,49,2,0.020751407,0,98119,1,0,0,5,0,0,0,0,1,1,5,5,5,5,5,5,5,5,4,4,3,2,3,3,3,2,3,2,3,2,3,3,1,0.3853751,1.463296544,1.288103086,0,1,0,0,2,1,1,1,0,0,2,0,4,0,0,3,0,0,3,1,0,1,1,0,0,1,1,0,0,1,3,0,0,1,3,1,0,0,1,0,0,1,3,1,0,0,1,0,0,0,1,4
4098,49,2,0.026250428,0,98059,0,1,0,4,0,0,0,1,0,4,1,4,5,5,4,5,4,5,5,5,3,1,3,2,2,2,3,1,3,3,2,2,1,0.938966653,1.387339522,1.124297984,1,1,0,0,2,0,1,1,0,0,2,0,4,0,0,3,0,0,3,1,0,0,1,1,0,1,1,0,1,0,2,0,1,0,2,1,0,0,1,0,0,1,3,1,0,0,1,0,0,1,0,3
