ResponseId,state,empsta,weights,hcity,zip_code,urban,suburban,rural,ext_powerout_impact_wlb,powerout_imp_1,powerout_imp_2,powerout_imp_3,powerout_imp_4,powerout_imp_5,ext_powerout_cope,ext_powerout_likely_repeat,ext_powerout_affect,ext_powerout_lkly_normal_business,ext_powerout_lkly_stay_home,ext_powerout_lkly_seek_shelter,ext_powerout_lkly_social_connection,ext_powerout_lkly_leave_town,ext_powerout_lkly_supplies,ext_powerout_lkly_follow_officials,ext_powerout_lkly_comm_supports,ext_powerout_eating_restaurant,ext_powerout_indoor_restaurant,ext_powerout_food_delivery,ext_powerout_takeout_pickup,ext_powerout_car_travel,ext_powerout_walk_bike_mode,ext_powerout_transit_use,ext_powerout_stay_home,ext_powerout_stay_family_friends,ext_powerout_check_family_friends,ext_powerout_volunteer_community,CR,SE,PR,female,age_3150,age_5165,age_65p,age_cat,edu_bs,bs_grad,white,black,asian,hispanic_raw,hispanic_c,race_cat,in50,in50100,income_cat,hhsize1,hhsize2,hhsize_cat,child,dis_yes,work_out,tcom_no,sa_home,hhveh0,ac_raw,ac_c,PopDens_low,PopDens_medium,PopDens_high,PopDens_cat,EmpDens_low,EmpDens_medium,EmpDens_high,EmpDens_cat,NetworkDensity_low,NetworkDensity_medium,NetworkDensity_high,NetworkDensity_cat,Diversity_low,Diversity_medium,Diversity_high,Diversity_cat,TransitAccess_low,TransitAccess_medium,TransitAccess_high,TransitAccess_cat,NatWalkInd_very_low,NatWalkInd_low,NatWalkInd_high,NatWalkInd_very_high,NatWalkInd_cat
3210,45,4,0.500461924,1,77360,0,1,0,2,0,1,0,0,0,3,5,3,2,4,2,4,3,4,4,4,2,3,2,3,2,2,2,2,2,2,2,0.380929925,-0.404447468,-0.013769974,0,0,0,1,4,1,1,1,0,0,2,0,4,0,1,2,0,0,3,1,0,0,0,1,0,-9,0,1,0,0,1,1,0,0,1,0,1,0,2,1,0,0,1,1,0,0,1,1,0,0,0,1
3211,3,4,8.40E-05,1,85742,0,1,0,3,0,0,1,0,0,2,4,3,4,4,1,1,1,5,4,4,1,1,1,1,2,2,2,3,1,2,2,-0.075111518,0.337063506,0.081446679,1,0,0,1,4,0,0,1,0,0,2,0,4,1,0,1,0,1,2,0,0,0,0,1,0,-9,0,0,1,0,2,1,0,0,1,0,1,0,2,1,0,0,1,1,0,0,1,1,0,0,0,1
3215,10,4,0.295389374,1,33635,0,1,0,1,1,0,0,0,0,2,4,1,5,4,2,2,1,3,4,4,1,3,1,1,2,1,1,3,1,2,1,-0.161490794,0.180540684,-0.11371152,0,0,0,1,4,0,1,1,0,0,2,0,4,1,0,1,0,1,2,0,1,0,0,1,0,-9,0,0,1,0,2,1,0,0,1,0,0,1,3,1,0,0,1,1,0,0,1,1,0,0,0,1
3221,23,4,0.752548032,0,49437,0,1,0,2,0,1,0,0,0,1,4,3,2,4,2,4,2,4,4,2,3,3,2,1,3,2,2,2,3,2,2,0.250660528,-1.33364563,0.056331717,1,0,0,1,4,0,0,1,0,0,2,0,4,0,1,2,0,1,2,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,2,0,1,0,2,1,0,0,1,1,0,0,0,1
3222,14,4,2.455470538,0,60139,1,0,0,3,0,0,1,0,0,3,3,3,3,3,2,2,2,3,3,3,2,2,2,2,2,2,2,2,3,3,4,0.099772276,-0.187556004,-0.555013956,1,0,0,1,4,0,0,1,0,0,2,0,4,0,0,3,0,1,2,0,0,0,0,1,0,-9,0,0,0,1,3,0,0,1,3,0,1,0,2,0,1,0,2,1,0,0,1,0,0,1,0,3
3223,11,4,0.616978099,0,30904,0,1,0,3,0,0,1,0,0,3,4,4,2,3,2,2,1,4,4,3,2,3,2,3,3,2,2,1,2,2,4,0.64617903,-0.11224657,-0.049838316,0,0,0,1,4,0,0,1,0,0,2,0,4,1,0,1,0,1,2,0,0,0,0,1,0,-9,0,0,1,0,2,0,1,0,2,0,1,0,2,0,0,1,3,1,0,0,1,0,1,0,0,2
3226,36,1,0.9255942,0,43228,0,1,0,3,0,0,1,0,0,1,4,2,4,3,1,1,1,4,5,2,2,3,1,3,1,3,2,3,1,2,2,-0.078562074,0.095590607,0.738072,1,0,0,0,1,0,0,0,0,0,2,0,5,1,0,1,0,1,2,0,0,0,1,0,0,1,1,0,0,1,3,0,1,0,2,0,0,1,3,0,1,0,2,1,0,0,1,0,0,1,0,3
3227,5,2,0.018822358,0,95501,1,0,0,3,0,0,1,0,0,3,3,4,3,4,3,3,3,5,5,3,1,1,2,2,2,2,2,2,4,3,4,-0.379517399,-0.642258209,0.243463286,1,1,0,0,2,1,1,1,0,0,2,0,4,0,1,2,0,0,3,1,0,0,1,1,0,-9,0,0,0,1,3,0,0,1,3,1,0,0,1,0,0,1,3,1,0,0,1,0,0,0,1,4
3228,11,3,0.165118952,0,31705,0,1,0,2,0,1,0,0,0,3,2,2,5,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,-1.058241281,0.278782506,-1.374189561,1,1,0,0,2,0,0,0,1,0,2,0,2,1,0,1,0,0,3,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,3,0,1,0,2,1,0,0,1,1,0,0,0,1
3231,21,2,1.789179909,0,20906,0,1,0,1,1,0,0,0,0,1,4,1,5,5,1,3,1,4,4,4,1,3,2,3,3,1,1,3,3,2,2,1.089002262,0.467015931,-0.031622171,1,0,0,1,4,0,0,1,0,0,2,0,4,0,1,2,0,1,2,0,0,0,1,0,0,-9,0,0,0,1,3,0,1,0,2,0,0,1,3,1,0,0,1,0,1,0,2,0,0,1,0,3
3232,33,4,0.192756578,0,14221,0,1,0,2,0,1,0,0,0,2,6,3,2,4,3,4,3,3,5,3,2,1,2,1,1,1,1,3,3,2,3,1.483676412,0.548647416,-1.336527717,1,0,0,1,4,0,1,1,0,0,2,0,4,1,0,1,1,0,1,0,1,0,0,0,0,-9,0,0,1,0,2,0,0,1,3,0,1,0,2,0,0,1,3,1,0,0,1,0,0,1,0,3
3233,25,2,0.82426923,0,38858,0,0,1,1,1,0,0,0,0,1,5,2,2,5,3,3,3,4,5,3,2,2,2,2,1,2,2,2,3,3,3,0.562687254,-0.208964684,-0.301973214,1,0,1,0,3,0,0,1,0,0,2,0,4,1,0,1,0,0,3,0,0,0,1,1,0,-9,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1
3235,25,4,0.652202006,0,39203,0,1,0,2,0,1,0,0,0,2,4,5,3,5,2,2,2,2,4,4,2,2,2,2,2,2,2,1,2,2,4,1.011206611,-0.647887022,0.332574354,0,0,0,1,4,0,0,1,0,0,2,0,4,1,0,1,1,0,1,0,0,0,0,1,0,-9,0,0,1,0,2,0,1,0,2,1,0,0,1,0,0,1,3,1,0,0,1,0,0,0,1,4
3236,12,4,0.000118913,0,96818,0,1,0,1,1,0,0,0,0,1,4,1,4,5,2,1,1,4,5,2,2,2,3,2,2,2,2,3,3,3,3,-1.41977683,-2.283871304,-0.226112865,1,1,0,0,2,0,0,0,1,0,2,0,2,1,0,1,0,0,3,0,0,0,0,1,0,-9,0,0,0,1,3,0,1,0,2,0,0,1,3,0,1,0,2,1,0,0,1,0,0,0,1,4
3237,34,4,0.216541546,0,28146,0,1,0,2,0,1,0,0,0,3,4,3,2,5,2,3,2,4,4,3,1,1,2,1,3,3,2,3,3,2,4,-0.722473731,-0.572867127,-0.693263417,1,1,0,0,2,0,0,1,0,0,2,0,4,1,0,1,0,0,3,1,0,0,0,1,0,-9,0,1,0,0,1,1,0,0,1,0,1,0,2,0,1,0,2,1,0,0,1,1,0,0,0,1
3241,39,4,0.088098259,0,17512,0,1,0,3,0,0,1,0,0,4,4,4,2,5,2,4,1,5,5,3,2,2,2,2,1,2,2,1,1,1,4,0.250209159,-0.150553792,-0.065727901,1,0,0,1,4,0,0,1,0,0,2,0,4,1,0,1,0,1,2,0,1,0,0,0,0,-9,0,0,1,0,2,0,1,0,2,0,0,1,3,0,0,1,3,1,0,0,1,0,0,1,0,3
3246,35,4,0.908278818,0,58501,0,1,0,1,1,0,0,0,0,1,6,1,5,3,1,1,1,2,3,3,2,2,2,2,2,2,2,2,4,3,4,1.113480496,-0.496125029,0.004208054,1,0,0,1,4,0,0,1,0,0,2,0,4,0,1,2,0,1,2,0,0,0,0,1,0,-9,0,0,1,0,2,0,0,1,3,1,0,0,1,0,1,0,2,1,0,0,1,0,1,0,0,2
3247,45,2,1.637367438,1,76022,0,1,0,5,0,0,0,0,1,5,5,5,3,3,3,4,4,5,4,5,1,2,1,1,2,1,1,2,3,3,3,0.801073873,1.059635904,0.67960678,1,0,0,1,4,0,0,1,0,0,2,0,4,0,1,2,0,0,3,0,0,0,1,0,0,1,1,0,1,0,2,0,1,0,2,0,0,1,3,1,0,0,1,1,0,0,1,0,1,0,0,2
3248,36,2,3.091195168,0,45011,0,1,0,4,0,0,0,1,0,2,4,4,2,5,1,2,1,4,5,4,2,3,2,2,2,2,2,3,3,3,3,-1.254583401,1.271404497,1.315616274,1,0,1,0,3,0,1,1,0,0,2,0,4,0,0,3,0,1,2,0,0,0,1,1,0,-9,0,0,1,0,2,0,1,0,2,0,1,0,2,0,1,0,2,1,0,0,1,0,0,1,0,3
3249,19,4,1.499680268,0,71103,0,1,0,4,0,0,0,1,0,3,5,5,4,2,5,5,5,5,5,5,3,3,1,3,3,3,1,3,2,2,2,1.005878216,0.774428783,0.944774317,0,0,1,0,3,0,0,0,1,0,2,0,2,1,0,1,1,0,1,0,1,0,0,0,0,-9,0,1,0,0,1,0,0,1,3,0,0,1,3,0,0,1,3,1,0,0,1,1,0,0,0,1
3251,19,2,0.808208106,0,70601,0,1,0,3,0,0,1,0,0,2,4,5,2,5,5,5,5,5,5,5,1,3,1,1,1,1,1,3,2,2,4,1.173233674,-0.223583981,0.47310401,0,0,1,0,3,0,0,1,0,0,1,1,1,1,0,1,0,0,3,0,0,0,0,1,0,1,1,0,1,0,2,0,0,1,3,0,1,0,2,0,0,1,3,1,0,0,1,0,1,0,0,2
3252,26,4,0.244600309,0,65582,0,0,1,1,1,0,0,0,0,1,1,5,5,5,1,1,1,3,5,3,1,1,1,2,2,2,2,2,1,3,4,-0.53782571,-1.103288751,1.246578691,1,0,1,0,3,0,0,1,0,0,2,0,4,1,0,1,0,0,3,0,0,0,0,1,0,-9,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1
3253,45,4,0.148090971,0,76661,0,1,0,2,0,1,0,0,0,2,5,5,2,4,1,3,2,4,2,2,2,2,2,2,3,3,2,3,2,2,4,-0.687483706,-0.42257051,0.188813041,1,0,0,1,4,0,0,1,0,0,2,0,4,1,0,1,0,0,3,0,1,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,1,3,1,0,0,1,1,0,0,1,1,0,0,0,1
3255,33,2,6.17230894,0,94109,1,0,0,1,1,0,0,0,0,1,2,2,3,3,3,2,3,4,5,4,2,1,1,1,3,1,2,1,1,2,2,0.558508852,-0.202879681,0.586628757,1,0,0,0,1,0,1,1,0,0,2,0,4,0,0,3,1,0,1,0,0,0,0,0,0,1,1,0,0,1,3,0,0,1,3,1,0,0,1,0,0,1,3,0,0,1,3,0,0,0,1,4
3260,18,4,0.373093208,0,40601,0,1,0,2,0,1,0,0,0,2,4,3,4,3,2,2,2,4,4,4,2,2,2,2,2,2,2,2,4,3,4,0.112927802,-1.529762024,-0.922355497,1,1,0,0,2,0,0,1,0,0,2,0,4,1,0,1,0,1,2,0,0,0,0,1,0,1,1,0,1,0,2,0,0,1,3,0,0,1,3,1,0,0,1,1,0,0,1,0,1,0,0,2
3262,45,4,0.398899905,1,78745,1,0,0,2,0,1,0,0,0,2,2,2,3,4,4,4,2,5,5,4,1,1,1,1,1,3,3,3,1,2,2,-0.315651911,0.317004338,-0.292322545,0,0,1,0,3,0,0,1,0,0,2,0,4,1,0,1,0,1,2,0,0,0,0,0,0,1,1,0,0,1,3,0,1,0,2,0,0,1,3,0,0,1,3,1,0,0,1,0,0,1,0,3
3265,10,4,1.417207393,1,33511,0,1,0,2,0,1,0,0,0,2,4,3,3,4,3,3,4,4,4,4,1,1,1,1,2,3,2,3,2,2,4,0.468847457,0.997216339,0.343522583,1,0,0,1,4,0,0,1,0,0,2,0,4,0,1,2,0,1,2,0,0,0,0,1,0,-9,0,0,1,0,2,0,0,1,3,0,0,1,3,0,1,0,2,1,0,0,1,0,1,0,0,2
3266,45,4,0.305127165,1,75601,0,1,0,2,0,1,0,0,0,3,5,4,2,5,4,4,1,4,5,3,2,1,2,1,1,1,3,3,3,2,3,1.188947715,-1.018867095,-0.208567611,1,0,0,1,4,0,0,1,0,0,2,0,4,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,2,0,1,0,2,0,1,0,2,1,0,0,1,0,1,0,0,2
3267,10,4,0.229989213,0,34208,0,1,0,3,0,0,1,0,0,2,4,3,4,5,3,3,4,4,5,4,2,2,2,2,2,2,2,2,3,2,2,0.800850653,-0.203076907,0.052461247,0,0,0,1,4,0,0,1,0,0,2,0,4,1,0,1,0,1,2,0,1,0,0,1,0,1,1,0,1,0,2,0,1,0,2,0,0,1,3,0,0,1,3,1,0,0,1,0,0,1,0,3
3268,13,4,0.001602702,0,83686,0,1,0,2,0,1,0,0,0,2,4,5,2,5,2,1,1,4,4,1,2,2,2,2,3,2,3,2,2,2,2,0.421428942,0.057055023,-0.10450828,1,0,0,1,4,0,0,1,0,0,2,0,4,1,0,1,1,0,1,0,0,0,0,0,0,-9,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,2
3271,22,4,0.206474921,0,2090,0,1,0,2,0,1,0,0,0,3,3,4,3,4,1,4,4,4,4,4,3,3,1,1,2,1,1,1,4,4,1,0.695611879,0.805357609,0.198228342,1,0,0,1,4,0,0,1,0,0,2,0,4,1,0,1,0,0,3,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,2,0,0,1,3,0,0,1,3,0,0,1,3,0,1,0,0,2
3272,21,4,0.878060901,0,21229,0,1,0,4,0,0,0,1,0,3,3,3,3,5,2,1,3,5,5,4,2,2,2,2,2,2,2,3,4,2,4,-0.181885117,-1.108835269,-0.437696507,1,0,0,1,4,1,1,1,0,0,2,0,4,0,0,3,0,0,3,0,0,0,0,0,0,-9,0,0,0,1,3,0,1,0,2,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,3
3275,11,4,0.788334336,0,30132,0,1,0,2,0,1,0,0,0,2,4,4,4,5,4,4,1,5,5,4,2,2,2,2,3,2,2,3,3,2,3,1.228323898,-0.166843964,-0.257169592,1,0,1,0,3,0,0,1,0,0,2,0,4,1,0,1,0,1,2,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1
3277,34,4,2.408904461,0,27610,0,1,0,4,0,0,0,1,0,2,2,4,5,4,4,3,4,3,4,4,3,3,2,3,3,2,2,2,2,3,2,0.288602078,0.499916425,-0.734218761,0,1,0,0,2,0,1,1,0,0,2,0,4,0,0,3,0,0,3,1,0,0,0,0,0,-9,0,0,1,0,2,0,0,1,3,0,0,1,3,0,1,0,2,1,0,0,1,0,0,1,0,3
3279,52,2,0.019352446,0,82070,0,1,0,2,0,1,0,0,0,2,4,2,4,3,1,1,1,4,3,3,2,2,2,2,2,2,2,2,4,3,4,0.233530978,0.152916923,-0.177412063,0,0,1,0,3,0,0,1,0,0,2,0,4,0,1,2,0,0,3,0,0,0,0,1,0,-9,0,0,1,0,2,0,1,0,2,0,1,0,2,0,0,1,3,1,0,0,1,0,1,0,0,2
3280,1,4,0.418366486,0,35768,0,1,0,3,0,0,1,0,0,2,1,2,4,4,1,1,1,5,5,3,2,2,2,2,3,2,2,2,1,4,1,-0.974465502,-1.529603317,0.443379331,1,0,1,0,3,0,0,1,0,0,2,0,4,1,0,1,0,1,2,0,0,0,0,0,0,-9,0,1,0,0,1,0,1,0,2,0,1,0,2,0,1,0,2,1,0,0,1,1,0,0,0,1
3281,26,4,1.773105216,0,63010,0,1,0,3,0,0,1,0,0,3,5,4,2,3,2,4,4,5,5,5,1,1,2,2,2,2,2,3,2,2,2,-0.338416669,-2.002913383,-0.748531641,1,0,1,0,3,0,0,1,0,0,2,0,4,0,1,2,1,0,1,0,1,0,0,0,0,-9,0,1,0,0,1,1,0,0,1,0,1,0,2,0,1,0,2,1,0,0,1,0,1,0,0,2
3282,17,4,0.377130312,0,66046,0,1,0,4,0,0,0,1,0,5,6,3,1,5,1,1,3,4,5,3,2,2,2,2,2,2,2,2,3,3,4,-0.790183727,0.158237911,-1.205961498,1,0,0,1,4,0,0,1,0,0,2,0,4,0,1,2,0,0,3,0,0,0,0,1,0,-9,0,1,0,0,1,0,1,0,2,0,1,0,2,0,1,0,2,1,0,0,1,0,1,0,0,2
3284,18,2,0.475124117,0,42345,0,1,0,2,0,1,0,0,0,3,5,3,3,2,1,1,1,3,4,4,1,1,1,1,3,1,1,3,1,2,3,0.078773735,-0.389062124,0.97724185,1,1,0,0,2,0,0,1,0,0,2,0,4,1,0,1,0,1,2,0,0,1,1,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,2,0,1,0,2,1,0,0,1,1,0,0,0,1
3286,39,4,1.092049029,0,18951,0,1,0,2,0,1,0,0,0,1,4,3,1,3,2,3,2,4,4,4,2,2,2,2,2,2,2,2,4,3,3,0.28145622,0.870633666,0.019994049,1,0,0,1,4,0,1,1,0,0,2,0,4,0,0,3,0,1,2,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,2,1,0,0,1,0,0,1,3,1,0,0,1,1,0,0,0,1
3287,36,2,0.915602532,0,45344,0,1,0,2,0,1,0,0,0,1,2,1,4,3,1,3,1,4,4,2,1,1,2,1,2,2,2,3,4,2,4,0.075907354,-0.097254983,0.244530756,0,0,0,1,4,0,1,1,0,0,2,0,4,0,1,2,1,0,1,0,0,0,1,1,0,-9,0,1,0,0,1,1,0,0,1,0,1,0,2,1,0,0,1,1,0,0,1,1,0,0,0,1
3291,10,2,0.809874486,1,33311,1,0,0,2,0,1,0,0,0,4,3,3,1,5,3,3,3,5,5,4,1,1,1,1,1,1,1,3,1,2,2,-0.133287999,0.959041848,1.512477273,1,0,1,0,3,0,0,0,1,0,2,0,2,1,0,1,0,0,3,1,0,0,0,0,0,-9,0,0,0,1,3,0,0,1,3,0,0,1,3,0,1,0,2,0,1,0,2,0,0,0,1,4
3293,10,1,0.649570603,1,33197,0,1,0,2,0,1,0,0,0,3,4,4,2,1,3,2,5,5,5,4,3,1,1,3,2,2,2,1,3,2,2,0.603523515,1.118676625,1.031377025,1,0,0,0,1,0,0,0,1,0,2,0,2,1,0,1,0,0,3,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3294,41,4,0.571257444,0,2864,0,1,0,3,0,0,1,0,0,2,4,4,4,4,3,3,2,3,2,3,2,2,2,2,2,2,2,3,1,1,2,-0.885375548,-0.722324658,0.707883953,0,0,0,1,4,0,0,1,0,0,2,0,4,0,1,2,0,1,2,0,1,0,0,1,0,-9,0,0,1,0,2,0,1,0,2,1,0,0,1,0,0,1,3,1,0,0,1,0,0,1,0,3
3296,21,4,1.444068823,0,20740,0,1,0,2,0,1,0,0,0,2,2,1,4,5,2,4,3,3,4,3,2,2,2,2,2,2,2,2,3,3,3,-0.026575575,0.021532703,-0.016375173,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,3,0,0,0,0,1,0,1,1,0,1,0,2,0,1,0,2,0,0,1,3,0,1,0,2,0,0,1,3,0,0,0,1,4
3299,21,2,0.13562519,0,21226,0,1,0,5,0,0,0,0,1,3,5,3,2,4,1,4,2,5,5,5,1,1,1,1,1,1,1,3,1,2,1,1.370805648,-0.484726152,1.133092474,1,1,0,0,2,0,0,1,0,0,2,0,4,1,0,1,0,0,3,1,0,0,1,0,1,-9,0,0,1,0,2,0,1,0,2,0,0,1,3,0,1,0,2,1,0,0,1,0,0,1,0,3
3301,34,4,0.219840475,0,28034,0,1,0,2,0,1,0,0,0,3,3,4,3,5,3,1,3,4,4,3,2,1,3,3,2,2,2,2,4,3,4,-1.205874319,-0.649816879,-0.470225994,1,0,1,0,3,0,0,0,1,0,2,0,2,1,0,1,0,0,3,1,0,0,0,0,0,-9,0,1,0,0,1,1,0,0,1,0,1,0,2,1,0,0,1,1,0,0,1,1,0,0,0,1
3305,21,4,0.354108989,0,21502,0,1,0,2,0,1,0,0,0,1,3,0,3,3,1,1,1,5,5,3,1,1,1,2,2,2,1,2,1,3,3,0.925796252,-1.501371034,0.766215966,1,0,1,0,3,0,0,1,0,0,2,0,4,0,1,2,0,1,2,0,1,0,0,0,0,-9,0,0,1,0,2,0,1,0,2,0,0,1,3,0,0,1,3,1,0,0,1,0,0,1,0,3
3306,34,4,2.683921076,0,28551,0,0,1,2,0,1,0,0,0,3,2,4,4,5,1,4,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,0.268703426,-2.05411559,-1.279376693,1,0,0,1,4,0,0,1,0,0,2,0,4,0,0,3,0,0,3,0,1,0,0,1,0,-9,0,1,0,0,1,1,0,0,1,0,1,0,2,0,0,1,3,1,0,0,1,1,0,0,0,1
3307,5,2,0.004648019,1,92316,0,1,0,2,0,1,0,0,0,1,5,3,3,3,3,3,3,5,5,5,2,2,2,2,2,2,2,2,3,3,3,1.336492646,0.964314807,0.65579919,1,0,1,0,3,0,0,1,0,0,2,0,4,1,0,1,0,0,3,0,0,0,0,1,0,-9,0,0,1,0,2,0,1,0,2,0,0,1,3,0,0,1,3,1,0,0,1,0,0,1,0,3
3309,7,4,0.370289739,0,6811,0,1,0,2,0,1,0,0,0,2,4,4,2,4,2,3,1,5,5,4,3,3,3,3,1,3,2,2,3,2,2,0.351559234,0.764221414,0.338833238,0,0,0,1,4,1,1,1,0,0,2,0,4,0,1,2,0,1,2,0,0,0,0,1,0,-9,0,1,0,0,1,1,0,0,1,0,1,0,2,0,1,0,2,1,0,0,1,1,0,0,0,1
3311,34,4,0.704238868,0,27521,0,1,0,2,0,1,0,0,0,3,3,3,2,5,3,3,1,1,4,3,2,2,2,2,2,2,2,3,4,4,4,0.856167184,-1.725955109,-0.230584297,1,0,0,1,4,0,0,1,0,0,2,0,4,1,0,1,1,0,1,0,0,0,0,1,0,-9,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,3,1,0,0,1,1,0,0,0,1
3313,17,4,0.581767648,0,67530,0,1,0,2,0,1,0,0,0,3,5,3,2,5,2,3,4,5,5,3,1,1,1,1,2,2,2,3,4,2,3,-0.299219639,0.157603149,-0.753169756,1,0,0,1,4,0,0,1,0,0,2,0,4,0,1,2,0,1,2,0,0,0,0,0,0,-9,0,0,1,0,2,0,1,0,2,1,0,0,1,0,0,1,3,1,0,0,1,0,1,0,0,2
3315,21,4,0.324097623,0,21206,0,1,0,2,0,1,0,0,0,3,6,3,4,4,2,2,2,4,3,2,2,2,2,2,2,2,2,2,4,3,4,-0.266254873,-0.182442726,0.24858007,0,0,0,1,4,0,0,0,1,0,2,0,2,1,0,1,1,0,1,0,0,0,0,0,1,-9,0,0,0,1,3,0,1,0,2,0,1,0,2,1,0,0,1,1,0,0,1,0,0,1,0,3
3316,18,4,0.647797645,0,42743,0,0,1,2,0,1,0,0,0,3,5,3,4,4,2,3,2,4,4,3,2,2,3,3,2,2,2,2,3,3,4,-0.037781557,-0.054489901,-0.27007927,1,0,0,1,4,0,0,1,0,0,2,0,4,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1
3319,4,4,0.882464564,0,72110,0,1,0,2,0,1,0,0,0,3,6,3,3,3,3,5,3,4,3,3,2,2,2,2,3,2,2,2,3,3,4,-0.742677503,-0.292285666,-1.244004281,1,0,1,0,3,0,0,1,0,0,2,0,4,1,0,1,0,0,3,1,1,0,0,1,0,-9,0,1,0,0,1,1,0,0,1,0,1,0,2,1,0,0,1,1,0,0,1,1,0,0,0,1
3320,34,2,1.126726582,0,28086,0,1,0,2,0,1,0,0,0,1,3,3,2,5,3,3,1,5,4,3,1,3,2,3,2,2,2,3,4,2,2,1.486158054,-0.039303847,-0.224522669,1,0,0,1,4,0,0,1,0,0,2,0,4,0,1,2,1,0,1,0,0,0,1,1,0,-9,0,1,0,0,1,1,0,0,1,0,0,1,3,0,1,0,2,1,0,0,1,1,0,0,0,1
3321,15,4,0.462252804,0,46237,0,1,0,1,1,0,0,0,0,2,4,3,2,3,1,1,1,1,5,5,2,2,2,2,2,2,2,2,2,2,2,1.017010991,0.157388208,0.147551566,1,0,0,1,4,0,0,1,0,0,2,0,4,1,0,1,0,0,3,0,0,0,0,0,0,-9,0,0,1,0,2,0,0,1,3,0,0,1,3,0,1,0,2,1,0,0,1,0,1,0,0,2
3323,18,4,0.609430578,0,40014,0,1,0,5,0,0,0,0,1,3,5,5,1,5,2,2,1,4,4,3,2,2,2,2,2,2,2,3,3,3,1,0.398217283,0.227002149,-0.746643603,1,0,0,1,4,0,0,1,0,0,2,0,4,1,0,1,1,0,1,0,1,0,0,1,1,-9,0,1,0,0,1,1,0,0,1,0,1,0,2,1,0,0,1,1,0,0,1,1,0,0,0,1
3324,10,2,2.718750108,1,33446,0,1,0,1,1,0,0,0,0,1,5,4,4,4,5,5,5,4,4,4,2,2,2,2,2,2,2,2,3,3,3,0.915128716,1.029211426,0.278616377,0,0,0,1,4,0,1,1,0,0,2,0,4,0,0,3,0,1,2,0,1,0,0,1,0,-9,0,0,1,0,2,1,0,0,1,0,0,1,3,1,0,0,1,1,0,0,1,1,0,0,0,1
3326,26,4,12.9252966,0,64106,0,1,0,3,0,0,1,0,0,3,5,5,3,5,3,3,1,5,3,3,2,2,2,2,2,1,2,2,1,2,4,0.097758688,0.135227111,0.19043825,1,0,0,1,4,0,0,1,1,1,2,0,2,0,0,3,0,1,2,0,0,0,0,0,0,-9,0,0,1,0,2,0,0,1,3,0,0,1,3,0,0,1,3,0,0,1,3,0,0,0,1,4
3329,17,4,0.348790408,0,67147,0,0,1,1,1,0,0,0,0,2,4,1,4,4,1,1,1,2,3,2,2,2,2,2,2,2,2,3,4,3,4,-0.40845203,-0.733176561,-0.638183805,1,0,0,1,4,0,1,1,0,0,2,0,4,1,0,1,1,0,1,0,1,0,0,0,0,-9,0,1,0,0,1,1,0,0,1,0,1,0,2,0,1,0,2,1,0,0,1,1,0,0,0,1
3330,36,3,0.484535894,0,45207,1,0,0,1,1,0,0,0,0,3,5,5,3,5,3,4,5,4,5,3,2,1,1,1,2,3,3,3,1,3,4,-1.253367743,0.434870761,0.332342219,1,0,1,0,3,0,0,0,1,0,2,0,2,1,0,1,1,0,1,0,1,0,0,0,1,1,1,0,0,1,3,0,1,0,2,0,0,1,3,1,0,0,1,1,0,0,1,0,0,0,1,4
3331,34,4,0.525960649,0,27527,0,1,0,2,0,1,0,0,0,3,1,0,3,5,1,3,3,3,3,3,1,1,1,1,1,1,2,3,2,2,4,1.289682428,-0.590980004,-1.708354971,0,0,0,1,4,0,1,1,0,0,2,0,4,0,1,2,0,1,2,0,0,0,0,1,0,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
