ResponseId,state,empsta,weights,hcity,zip_code,urban,suburban,rural,ext_flooding_impact_wlb,flooding_imp_1,flooding_imp_2,flooding_imp_3,flooding_imp_4,flooding_imp_5,ext_flooding_cope,ext_flooding_likely_repeat,ext_flooding_affect,ext_flooding_lkly_normal_business,ext_flooding_lkly_stay_home,ext_flooding_lkly_seek_shelter,ext_flooding_lkly_social_connection,ext_flooding_lkly_leave_town,ext_flooding_lkly_supplies,ext_flooding_lkly_follow_officials,ext_flooding_lkly_comm_supports,ext_flooding_wfh,ext_flooding_car_travel,ext_flooding_walk_bike_mode,ext_flooding_transit_use,ext_flooding_stay_home,ext_flooding_stay_family_friends,ext_flooding_check_family_friends,ext_flooding_volunteer_community,CR,SE,PR,female,age_3150,age_5165,age_65p,age_cat,edu_bs,bs_grad,white,black,asian,hispanic_raw,hispanic_c,race_cat,in50,in50100,income_cat,hhsize1,hhsize2,hhsize_cat,child,dis_yes,work_out,tcom_no,sa_home,hhveh0,ac_raw,ac_c,PopDens_low,PopDens_medium,PopDens_high,PopDens_cat,EmpDens_low,EmpDens_medium,EmpDens_high,EmpDens_cat,NetworkDensity_low,NetworkDensity_medium,NetworkDensity_high,NetworkDensity_cat,Diversity_low,Diversity_medium,Diversity_high,Diversity_cat,TransitAccess_low,TransitAccess_medium,TransitAccess_high,TransitAccess_cat,NatWalkInd_very_low,NatWalkInd_low,NatWalkInd_high,NatWalkInd_very_high,NatWalkInd_cat
3769,49,4,0.028351687,0,98391,0,1,0,2,0,1,0,0,0,2,3,2,3,4,1,5,3,5,5,5,3,1,1,2,3,2,2,2,0.920319104,0.798523936,0.258356409,1,0,1,0,3,0,0,1,0,0,2,0,4,0,1,2,1,0,1,0,0,0,0,1,0,-9,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1
3771,49,2,0.022453993,0,98208,0,1,0,1,1,0,0,0,0,1,4,0,5,3,1,1,1,1,5,4,2,2,2,2,2,3,3,3,0.93888937,-0.758028195,0.133370193,1,1,0,0,2,0,0,1,0,0,2,0,4,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,2,0,0,1,3,0,0,1,3,0,1,0,2,1,0,0,1,0,0,1,0,3
3784,49,4,0.023122775,0,98122,1,0,0,1,1,0,0,0,0,1,5,3,3,4,2,3,1,4,5,3,3,1,1,3,3,3,2,3,0.828507528,-0.75989248,0.107316557,0,0,1,0,3,1,1,1,0,0,2,0,4,1,0,1,1,0,1,0,0,0,0,0,1,-9,0,0,0,1,3,0,0,1,3,1,0,0,1,0,0,1,3,0,0,1,3,0,0,0,1,4
3792,49,4,0.011177602,0,98223,0,1,0,4,0,0,0,1,0,3,5,4,1,5,1,2,1,3,2,2,2,1,2,2,3,3,3,4,-1.909507856,-0.40920463,-0.126488227,0,1,0,0,2,0,0,1,0,0,2,0,4,0,1,2,0,0,3,0,1,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,2,1,0,0,1,1,0,0,1,1,0,0,0,1
3823,49,2,0.090179112,0,98008,1,0,0,1,1,0,0,0,0,1,6,1,4,3,2,3,1,4,3,3,2,1,2,2,3,4,2,4,-0.606888844,-0.193704702,-0.16592807,0,1,0,0,2,0,0,1,0,0,2,0,4,0,0,3,1,0,1,0,0,0,1,0,0,-9,0,0,0,1,3,0,0,1,3,0,1,0,2,1,0,0,1,1,0,0,1,0,0,0,1,4
3830,49,2,0.015964798,0,98034,1,0,0,3,0,0,1,0,0,2,4,3,3,3,3,2,4,2,2,2,2,2,2,2,2,4,4,4,-1.308362491,-1.7033609,-0.553916993,1,1,0,0,2,0,0,1,0,0,2,0,4,1,0,1,0,0,3,1,0,0,0,0,0,-9,0,0,0,1,3,0,0,1,3,0,1,0,2,0,1,0,2,1,0,0,1,0,0,1,0,3
3834,49,2,0.277640641,0,98052,0,1,0,2,0,1,0,0,0,3,2,2,3,4,4,4,3,4,4,4,3,1,1,1,3,2,2,2,0.760415589,0.405547113,0.51869066,1,1,0,0,2,0,1,0,0,1,2,0,3,0,0,3,0,0,3,1,0,0,0,0,0,-9,0,0,1,0,2,0,0,1,3,0,1,0,2,1,0,0,1,1,0,0,1,0,0,1,0,3
3840,49,4,0.00789548,0,98108,1,0,0,2,0,1,0,0,0,1,4,2,5,5,3,3,1,5,5,3,2,1,2,2,2,4,2,4,-0.400648552,-1.89224588,-2.352607477,1,0,1,0,3,0,0,0,1,0,2,0,2,1,0,1,0,0,3,0,1,0,0,1,0,-9,0,0,0,1,3,0,0,1,3,0,0,1,3,0,1,0,2,0,0,1,3,0,0,0,1,4
3841,49,2,0.036267672,0,98101,1,0,0,3,0,0,1,0,0,2,2,4,2,2,5,5,5,5,4,5,1,2,2,3,2,3,2,3,1.00509005,1.189891729,0.52652791,0,1,0,0,2,0,1,1,0,0,2,0,4,0,0,3,0,0,3,1,0,0,0,0,0,-9,0,0,0,1,3,0,0,1,3,0,0,1,3,0,0,1,3,0,0,1,3,0,0,0,1,4
3849,49,4,0.022064495,0,98045,0,1,0,1,1,0,0,0,0,1,4,3,3,4,3,4,4,4,4,4,2,1,2,2,2,2,2,2,1.527568526,-0.580608442,0.000404646,1,0,0,1,4,0,0,1,0,0,2,0,4,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,0,1,0,2,0,0,1,3,1,0,0,1,0,0,1,0,3
3862,49,2,0.025235486,0,98177,0,1,0,1,1,0,0,0,0,2,2,2,4,2,2,2,2,4,4,4,2,2,1,2,2,3,2,2,1.319395701,0.38836535,0.591428913,1,0,0,1,4,0,0,1,0,0,2,0,4,0,1,2,1,0,1,0,0,0,1,1,0,-9,0,0,0,1,3,0,1,0,2,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,4
3863,49,4,0.014204214,0,98312,0,1,0,2,0,1,0,0,0,2,1,0,4,4,3,4,3,2,3,4,2,1,2,2,3,3,2,4,-0.2411221,-1.155278685,-0.314824814,1,0,0,1,4,0,0,1,0,0,2,0,4,1,0,1,1,0,1,0,1,0,0,1,0,-9,0,0,1,0,2,0,1,0,2,0,0,1,3,1,0,0,1,1,0,0,1,0,0,1,0,3
3879,49,4,0.112724071,0,98077,0,1,0,1,1,0,0,0,0,1,1,0,4,2,1,1,1,4,4,4,3,2,2,2,2,4,2,2,-0.250178178,0.658422582,0.183480887,1,0,1,0,3,0,0,1,0,0,2,0,4,0,0,3,0,0,3,1,0,0,0,1,0,-9,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,2,1,0,0,1,1,0,0,0,1
3883,49,2,0.02465375,0,98374,0,1,0,1,1,0,0,0,0,1,2,1,4,4,2,2,1,4,4,2,3,1,3,3,3,1,2,3,-0.32974591,0.270151869,-0.10969154,0,0,0,1,4,1,1,1,0,0,2,0,4,0,1,2,1,0,1,0,0,0,0,1,0,1,1,0,1,0,2,0,1,0,2,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1
3886,49,4,0.168722299,0,98125,1,0,0,3,0,0,1,0,0,3,2,4,4,5,3,4,4,4,4,2,2,2,2,3,2,4,3,4,-0.738473884,-0.598475871,1.35324537,0,1,0,0,2,0,0,1,0,0,2,0,4,0,0,0,0,0,3,0,0,0,0,1,0,-9,0,0,0,1,3,0,0,1,3,0,1,0,2,0,0,1,3,1,0,0,1,0,0,0,1,4
3887,49,4,0.014691896,0,98201,1,0,0,1,1,0,0,0,0,1,1,0,4,3,2,4,3,3,5,5,2,2,2,3,3,2,2,3,0.658507694,0.105391402,-0.937686245,1,0,0,1,4,0,1,1,0,0,2,0,4,0,1,2,1,0,1,0,0,0,0,1,0,-9,0,0,0,1,3,0,0,1,3,0,1,0,2,0,0,1,3,0,1,0,2,0,0,0,1,4
3902,49,4,0.177483647,0,98110,0,1,0,1,1,0,0,0,0,1,1,1,5,5,1,1,1,1,4,3,2,2,2,2,3,3,3,3,1.042828148,-1.536574654,0.61427771,0,0,0,1,4,0,1,1,0,0,2,0,4,0,0,3,0,1,2,0,0,0,0,0,0,-9,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,3,1,0,0,1,0,1,0,0,2
3903,49,4,0.023120154,0,98052,0,1,0,5,0,0,0,0,1,1,5,5,5,4,3,4,5,4,5,4,2,3,2,2,3,3,2,3,0.763067266,0.60033962,0.394578042,0,0,1,0,3,0,1,1,0,0,2,0,4,0,0,3,0,0,3,1,0,0,0,0,0,-9,0,0,1,0,2,0,0,1,3,0,1,0,2,1,0,0,1,1,0,0,1,0,0,1,0,3
3907,33,2,0.186404358,0,10116,1,0,0,2,0,1,0,0,0,3,3,3,2,4,4,3,3,4,4,4,3,1,1,1,3,1,2,2,0.039278908,0.897808641,-0.25146534,0,1,0,0,2,0,1,1,0,0,2,0,4,1,0,1,0,0,3,1,0,0,1,0,0,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3910,49,2,0.318663522,0,98188,1,0,0,3,0,0,1,0,0,3,4,3,4,5,5,5,3,4,5,5,3,2,3,2,3,2,2,1,0.917599249,1.336026536,0.871202279,0,1,0,0,2,1,1,0,0,1,2,0,3,0,1,2,0,1,2,1,0,0,0,1,0,1,1,0,0,1,3,0,0,1,3,0,0,1,3,0,0,1,3,0,0,1,3,0,0,1,0,3
3923,49,4,0.046262847,0,98074,0,1,0,1,1,0,0,0,0,1,5,1,4,4,2,2,2,4,4,4,2,2,2,2,2,4,3,3,-0.450539252,-0.605964149,-1.157350825,1,1,0,0,2,0,0,0,0,1,2,0,3,0,1,2,0,0,3,1,0,0,0,0,0,-9,0,0,1,0,2,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,2
3928,49,2,0.012584587,0,98133,1,0,0,5,0,0,0,0,1,2,4,4,4,4,5,4,2,5,5,5,2,2,2,2,2,3,3,4,0.807366811,1.244772537,-0.424770931,0,1,0,0,2,0,0,1,0,0,2,0,4,0,1,2,0,0,3,1,0,0,0,0,0,-9,0,0,0,1,3,0,0,1,3,0,1,0,2,0,1,0,2,1,0,0,1,0,0,0,1,4
3929,49,2,0.018233507,0,98101,1,0,0,5,0,0,0,0,1,3,3,5,2,4,5,5,5,5,5,5,3,1,3,3,3,2,2,2,0.425447053,0.461580582,0.568432335,0,1,0,0,2,1,1,1,0,0,2,0,4,0,1,2,0,0,3,1,0,0,0,1,0,-9,0,0,0,1,3,0,0,1,3,0,0,1,3,0,0,1,3,0,0,1,3,0,0,0,1,4
3935,49,2,0.025758167,0,98023,0,1,0,1,1,0,0,0,0,1,3,1,4,3,2,3,2,3,2,2,2,2,1,2,2,3,3,4,-0.779036513,-0.683371424,-1.523331794,0,0,0,0,1,0,0,1,0,0,2,0,4,0,0,0,0,0,3,0,0,0,1,1,0,-9,0,0,0,1,3,0,1,0,2,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,3
3937,49,2,0.04067631,0,98003,1,0,0,2,0,1,0,0,0,4,1,3,2,4,1,5,1,2,4,5,2,1,1,3,3,2,2,2,0.012757038,0.17988222,0.923520585,0,1,0,0,2,0,1,1,0,0,2,0,4,0,0,3,0,0,3,1,0,0,0,0,0,1,1,0,0,1,3,0,0,1,3,0,0,1,3,0,1,0,2,1,0,0,1,0,0,0,1,4
3938,49,2,0.043778786,0,98033,1,0,0,2,0,1,0,0,0,1,5,3,4,4,2,2,1,5,5,5,2,2,2,3,3,3,2,2,0.895217007,0.8959893,-0.257436039,1,0,1,0,3,1,1,1,0,0,2,0,4,0,1,2,0,1,2,0,0,0,0,1,0,-9,0,0,1,0,2,0,0,1,3,0,0,1,3,0,0,1,3,1,0,0,1,0,0,0,1,4
3946,49,4,0.073567491,0,98122,1,0,0,1,1,0,0,0,0,1,6,0,5,4,1,1,1,4,4,3,2,2,2,2,3,4,3,2,-0.598847731,-0.896420123,-0.150344405,1,0,1,0,3,0,0,1,0,0,2,0,4,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,3,0,0,1,3,1,0,0,1,0,0,1,3,0,0,1,3,0,0,0,1,4
3948,49,2,0.103609538,0,98122,1,0,0,3,0,0,1,0,0,2,5,5,2,1,1,4,4,5,5,4,3,1,1,1,3,2,2,2,-1.285814002,1.272501919,1.40434162,1,1,0,0,2,0,0,1,0,0,2,0,4,0,0,3,0,1,2,0,0,0,0,0,0,-9,0,0,0,1,3,0,0,1,3,1,0,0,1,0,0,1,3,0,0,1,3,0,0,0,1,4
3955,49,2,0.055607018,0,98003,1,0,0,4,0,0,0,1,0,2,4,5,2,5,5,5,5,4,5,5,3,2,1,3,3,2,2,2,0.567955972,1.371108083,0.670061487,0,1,0,0,2,1,1,0,1,0,2,0,2,0,1,2,0,0,3,1,0,0,0,1,0,1,1,0,0,1,3,0,0,1,3,0,0,1,3,0,1,0,2,1,0,0,1,0,0,0,1,4
3956,49,2,0.04067631,0,98059,0,1,0,4,0,0,0,1,0,2,5,5,5,4,4,4,2,5,5,5,2,1,2,2,2,3,3,2,0.142342025,0.793453048,0.262074961,0,1,0,0,2,0,1,1,0,0,2,0,4,0,0,3,0,0,3,1,0,0,0,0,0,1,1,0,1,0,2,0,1,0,2,1,0,0,1,0,0,1,3,1,0,0,1,0,0,1,0,3
3960,11,2,0.261391386,0,30350,0,1,0,3,0,0,1,0,0,2,4,3,2,5,2,1,2,4,5,5,3,1,1,3,3,2,2,2,0.500113057,-0.012951952,0.790558301,0,0,0,1,4,1,1,1,0,0,2,0,4,1,0,1,0,1,2,0,0,0,0,0,0,-9,0,0,1,0,2,0,1,0,2,0,0,1,3,0,1,0,2,1,0,0,1,1,0,0,0,1
3963,49,2,0.037907222,0,98133,1,0,0,3,0,0,1,0,0,1,3,4,5,4,4,5,4,4,5,4,2,3,2,2,2,2,2,2,0.769602919,1.396602209,0.205219434,0,1,0,0,2,0,1,1,0,0,1,1,1,0,0,3,0,0,3,1,0,0,0,1,0,1,1,0,0,1,3,0,0,1,3,0,1,0,2,0,1,0,2,1,0,0,1,0,0,0,1,4
3965,49,1,0.026638348,0,98371,0,1,0,1,1,0,0,0,0,1,2,1,4,5,1,3,3,4,5,5,2,1,2,2,3,3,3,2,1.262752298,-0.789826276,1.032444476,1,0,0,0,1,1,1,1,0,0,2,0,4,0,1,2,0,0,3,0,0,0,0,1,0,-9,0,0,1,0,2,0,1,0,2,0,1,0,2,1,0,0,1,0,0,1,3,0,0,1,0,3
3967,49,2,0.013560636,0,98168,0,1,0,5,0,0,0,0,1,4,3,3,1,1,5,5,5,4,5,5,3,1,1,1,3,2,2,2,0.946311009,1.059590461,-0.402741631,1,0,0,0,1,0,1,1,0,0,2,0,4,1,0,1,0,0,3,0,0,1,0,0,0,-9,0,0,1,0,2,0,1,0,2,0,0,1,3,0,1,0,2,0,1,0,2,0,0,1,0,3
3968,49,2,0.062626242,0,98107,1,0,0,4,0,0,0,1,0,3,1,4,2,4,5,5,4,4,5,5,3,1,3,3,3,2,2,2,0.441795015,-0.22276598,-0.584620005,1,0,0,0,1,1,1,1,0,0,2,0,4,0,0,3,0,0,3,1,0,0,1,0,0,-9,0,0,0,1,3,0,0,1,3,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,4
3971,33,2,0.04067631,0,98188,1,0,0,4,0,0,0,1,0,2,4,4,5,5,4,5,4,4,5,5,3,1,1,1,3,3,2,2,0.842135937,1.2055334,-1.281497624,0,1,0,0,2,0,1,1,0,0,2,0,4,0,0,3,0,0,3,1,0,0,0,0,0,-9,0,0,0,1,3,0,0,1,3,0,0,1,3,0,0,1,3,0,0,1,3,0,0,1,0,3
3973,49,4,0.030176746,0,98198,1,0,0,1,1,0,0,0,0,1,2,0,5,4,1,1,1,1,5,5,2,2,2,3,3,4,2,4,0.182780401,0.273060867,-0.318224777,1,0,0,1,4,0,0,1,0,0,2,0,4,1,0,1,1,0,1,0,1,0,0,0,1,1,1,0,0,1,3,0,1,0,2,0,1,0,2,0,1,0,2,0,1,0,2,0,0,1,0,3
3974,49,4,0.062520785,0,98125,1,0,0,1,1,0,0,0,0,2,6,1,4,3,2,2,2,2,3,3,2,1,2,2,2,4,3,4,0.565576772,0.136238913,-0.216941695,0,0,0,1,4,0,0,1,0,0,2,0,4,0,0,3,0,0,3,0,0,0,0,1,0,-9,0,0,0,1,3,0,0,1,3,0,1,0,2,0,0,1,3,1,0,0,1,0,0,0,1,4
3977,49,2,0.034106931,0,98311,0,1,0,3,0,0,1,0,0,2,3,3,4,4,2,4,3,4,5,4,2,2,2,2,2,3,3,3,-0.584010905,0.776170175,0.279762492,0,0,1,1,4,0,0,1,0,0,2,0,4,0,1,2,1,0,1,0,0,0,1,1,0,-9,0,0,1,0,2,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,2
3978,49,2,0.071090846,0,98164,1,0,0,4,0,0,0,1,0,1,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,2,2,1,0.819762225,1.004617426,0.785958979,0,1,0,0,2,0,1,1,0,0,2,0,4,0,0,3,0,0,3,1,1,1,0,0,0,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3984,49,4,0.118182822,0,98270,0,1,0,1,1,0,0,0,0,3,2,4,4,4,2,2,4,4,4,4,2,2,2,2,2,4,3,3,-1.178435626,0.461763216,-0.531174744,0,0,0,1,4,0,0,1,0,0,2,0,4,0,0,3,0,1,2,0,0,0,0,1,0,-9,0,0,1,0,2,0,1,0,2,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,3
4001,49,2,0.170662924,0,98040,0,1,0,4,0,0,0,1,0,2,2,3,1,4,2,5,1,3,5,4,3,1,1,2,3,2,2,4,0.240999434,0.632344922,0.225869149,1,0,0,0,1,1,1,1,0,1,2,0,3,0,1,2,1,0,1,0,0,0,1,0,0,1,1,0,1,0,2,0,1,0,2,0,0,1,3,1,0,0,1,1,0,0,1,0,0,1,0,3
4004,49,2,0.100837305,0,98053,0,1,0,3,0,0,1,0,0,2,3,1,5,2,2,2,3,4,4,2,2,2,2,2,3,2,2,1,1.434678714,-0.829068103,-0.540712885,1,0,0,0,1,0,0,1,0,0,2,0,4,0,1,2,0,1,2,0,0,0,1,0,0,-9,0,1,0,0,1,1,0,0,1,0,1,0,2,0,0,1,3,1,0,0,1,1,0,0,0,1
4013,49,4,0.003963447,0,98270,0,1,0,4,0,0,0,1,0,4,5,4,1,2,5,5,4,4,5,5,1,2,1,1,1,3,3,3,-1.369322968,0.524025824,0.139161548,1,1,0,0,2,0,0,0,0,0,2,0,5,1,0,1,0,0,3,0,1,0,0,0,0,1,1,0,1,0,2,0,1,0,2,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,3
4018,49,2,0.014319858,0,98118,0,1,0,4,0,0,0,1,0,2,5,4,3,4,5,4,5,4,5,4,1,3,2,2,2,2,1,2,-0.047889036,0.845527926,0.113342362,0,0,1,0,3,0,1,1,0,0,2,0,4,0,1,2,0,0,3,1,0,0,0,0,0,-9,0,0,0,1,3,0,1,0,2,1,0,0,1,1,0,0,1,0,0,1,3,0,0,0,1,4
4022,49,2,0.054260973,0,98294,0,1,0,3,0,0,1,0,0,3,5,4,2,5,3,4,4,5,5,5,3,2,1,2,3,2,2,2,-0.389523655,-0.293360827,0.247022797,1,0,1,0,3,0,0,1,0,0,2,0,4,0,0,3,0,0,3,1,0,0,0,1,0,-9,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1
4041,49,2,0.349494172,0,98032,1,0,0,1,1,0,0,0,0,2,3,1,4,4,2,2,2,4,4,4,2,2,1,2,2,3,3,3,-0.936954639,0.377790921,0.142908318,1,1,0,0,2,1,1,0,0,1,2,0,3,0,0,3,0,1,2,0,0,0,0,0,0,-9,0,0,0,1,3,0,0,1,3,0,0,1,3,0,1,0,2,0,1,0,2,0,0,0,1,4
4043,49,2,0.074091074,0,98372,0,1,0,1,1,0,0,0,0,1,6,1,5,1,1,1,1,2,5,3,2,2,2,2,2,4,3,4,0.530890246,-0.995663631,-0.056633857,1,0,0,1,4,0,0,1,0,0,2,0,4,0,0,0,0,1,2,0,0,0,1,0,0,-9,0,0,1,0,2,0,0,1,3,0,0,1,3,0,1,0,2,0,1,0,2,0,1,0,0,2
4060,49,4,0.060158636,0,98370,0,1,0,2,0,1,0,0,0,2,2,1,4,3,2,2,2,3,3,2,2,1,2,2,2,3,2,3,-0.252207761,0.396501023,0.516404831,1,0,1,0,3,1,1,1,0,0,2,0,4,0,0,3,0,1,2,0,0,0,0,1,0,-9,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,2,0,1,0,2,0,1,0,0,2
4062,49,2,0.062105066,0,98188,1,0,0,2,0,1,0,0,0,1,4,2,3,2,3,3,1,4,5,4,2,1,3,3,3,3,3,3,-1.064080842,0.561619034,0.516253649,0,0,0,0,1,0,0,0,1,0,2,0,2,0,1,2,0,0,3,1,0,1,1,0,0,1,1,0,0,1,3,0,0,1,3,0,0,1,3,0,0,1,3,0,0,1,3,0,0,1,0,3
4063,49,2,0.476384983,0,98103,1,0,0,5,0,0,0,0,1,2,4,5,1,2,4,1,3,4,5,3,2,2,3,2,2,2,2,3,-1.169896134,0.041418588,-2.214214793,0,0,0,0,1,1,1,1,0,0,2,0,4,0,0,3,0,1,2,0,0,0,0,1,0,1,1,0,0,1,3,0,0,1,3,1,0,0,1,0,0,1,3,1,0,0,1,0,0,0,1,4
4071,49,4,0.037530664,0,98103,1,0,0,1,1,0,0,0,0,1,1,0,3,4,1,4,1,4,4,3,2,1,1,2,3,3,1,3,-0.822696633,0.581306275,0.100235295,0,0,0,1,4,0,1,1,0,0,2,0,4,0,1,2,0,1,2,0,0,0,0,1,0,-9,0,0,0,1,3,0,0,1,3,1,0,0,1,0,0,1,3,1,0,0,1,0,0,0,1,4
4073,49,1,0.01154107,0,98311,0,1,0,2,0,1,0,0,0,2,5,3,3,1,3,3,4,5,5,5,2,1,1,1,3,3,2,2,0.1569851,-0.241457162,-0.024681975,1,1,0,0,2,0,0,1,0,0,2,0,4,1,0,1,0,0,3,1,0,0,1,0,0,0,0,0,1,0,2,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,2
4074,49,2,0.041409622,0,98011,0,1,0,3,0,0,1,0,0,1,5,5,4,5,3,3,3,4,5,5,1,1,3,2,1,2,2,2,-0.461916645,1.045455714,0.524101503,0,1,0,0,2,1,1,1,0,0,2,0,4,0,0,3,0,0,3,1,0,0,0,1,0,-9,0,0,1,0,2,0,0,1,3,0,0,1,3,0,1,0,2,1,0,0,1,0,0,1,0,3
4085,49,2,0.025647794,0,98118,0,1,0,2,0,1,0,0,0,2,2,0,3,4,2,3,4,5,5,5,3,1,1,3,3,2,2,2,0.89935706,0.204807797,0.215945135,0,1,0,0,2,0,1,1,0,0,2,0,4,0,0,3,0,0,3,1,0,0,1,1,0,-9,0,0,0,1,3,0,1,0,2,1,0,0,1,1,0,0,1,0,0,1,3,0,0,0,1,4
4092,49,2,0.014752572,0,98101,1,0,0,4,0,0,0,1,0,3,3,5,2,3,5,5,5,5,5,5,3,1,3,3,3,2,2,2,1.012991249,1.201579449,0.046554603,0,0,0,0,1,1,1,1,0,0,2,0,4,0,1,2,0,0,3,1,0,0,0,0,0,-9,0,0,0,1,3,0,0,1,3,0,0,1,3,0,0,1,3,0,0,1,3,0,0,0,1,4
4096,49,2,0.020751407,0,98119,1,0,0,5,0,0,0,0,1,1,5,5,5,5,5,5,5,5,5,5,2,3,3,3,2,2,3,2,0.3853751,1.463296544,1.288103086,0,1,0,0,2,1,1,1,0,0,2,0,4,0,0,3,0,0,3,1,0,1,1,0,0,1,1,0,0,1,3,0,0,1,3,1,0,0,1,0,0,1,3,1,0,0,1,0,0,0,1,4
4098,49,2,0.026250428,0,98059,0,1,0,4,0,0,0,1,0,4,1,4,4,5,4,5,5,5,5,5,3,1,3,3,3,2,2,2,0.938966653,1.387339522,1.124297984,1,1,0,0,2,0,1,1,0,0,2,0,4,0,0,3,0,0,3,1,0,0,1,1,0,1,1,0,1,0,2,0,1,0,2,1,0,0,1,0,0,1,3,1,0,0,1,0,0,1,0,3
4099,49,2,0.005204838,0,98126,0,1,0,4,0,0,0,1,0,1,5,4,4,3,4,5,3,4,5,4,2,2,2,2,3,2,2,2,0.365552286,1.301146636,1.062709416,0,1,0,0,2,0,1,1,0,0,2,0,4,0,1,2,0,0,3,1,0,1,0,0,0,-9,0,0,0,1,3,0,1,0,2,0,1,0,2,1,0,0,1,0,1,0,2,0,0,0,1,4
4100,49,2,0.127644718,0,98312,0,1,0,4,0,0,0,1,0,1,4,3,3,4,2,4,4,4,4,5,2,2,2,3,3,3,2,2,0.485385248,0.928271722,0.133858235,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,3,0,0,3,1,0,0,0,1,0,-9,0,0,1,0,2,0,1,0,2,0,0,1,3,1,0,0,1,1,0,0,1,0,0,1,0,3
4105,49,4,0.210496197,0,98258,0,1,0,1,1,0,0,0,0,2,4,2,4,4,1,1,1,3,2,2,2,1,1,1,3,3,3,2,-0.394714236,0.906203823,1.137320867,0,0,0,1,4,0,1,1,0,0,2,0,4,0,0,3,0,1,2,0,0,0,0,1,0,-9,0,0,1,0,2,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,2,0,1,0,0,2
4119,49,2,0.210720761,0,19103,1,0,0,3,0,0,1,0,0,3,4,3,1,3,5,4,4,5,5,5,3,1,3,1,3,1,2,2,0.577543271,1.325683084,1.084468203,0,1,0,0,2,0,1,1,0,0,2,0,4,0,0,3,0,0,3,1,0,0,1,1,0,1,1,0,0,1,3,0,0,1,3,0,0,1,3,0,0,1,3,0,0,1,3,0,0,0,1,4
4124,49,4,0.018500261,0,98037,1,0,0,1,1,0,0,0,0,1,1,0,3,3,3,3,3,3,3,3,2,1,2,2,3,4,2,4,0.14678732,0.32387653,-0.79415034,1,0,0,1,4,0,0,1,0,0,2,0,4,0,1,2,0,0,3,0,0,0,0,1,0,-9,0,0,0,1,3,0,1,0,2,0,1,0,2,0,1,0,2,1,0,0,1,0,0,1,0,3
4132,49,4,0.065542553,0,98038,0,1,0,3,0,0,1,0,0,3,4,3,2,5,1,1,1,4,2,4,2,1,2,2,2,4,3,4,0.073536135,0.073012722,-0.167667445,1,0,0,1,4,0,0,1,0,0,2,0,4,0,0,3,0,1,2,0,0,0,0,1,0,-9,0,0,1,0,2,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,2
4134,49,2,0.053524276,0,98188,1,0,0,3,0,0,1,0,0,2,2,3,3,5,4,5,3,5,5,5,3,1,3,3,3,3,3,3,1.206106812,1.206267141,-0.826876903,0,1,0,0,2,0,1,1,0,0,2,0,4,0,0,3,0,0,3,1,0,0,0,0,0,-9,0,0,0,1,3,0,0,1,3,0,0,1,3,0,0,1,3,0,0,1,3,0,0,1,0,3
4135,49,3,0.105524145,0,98199,1,0,0,3,0,0,1,0,0,1,4,3,3,4,2,2,2,4,4,4,3,1,2,2,3,3,2,2,0.079545944,0.530484734,0.24074685,1,0,0,0,1,0,1,1,1,0,2,0,2,1,0,1,1,0,1,0,0,0,0,0,0,-9,0,0,0,1,3,0,0,1,3,1,0,0,1,0,1,0,2,1,0,0,1,0,0,0,1,4
4142,49,2,0.011797898,0,98444,0,1,0,2,0,1,0,0,0,2,4,2,2,2,1,2,1,4,5,4,2,2,2,2,2,4,2,3,-0.963525033,0.382428486,0.490133499,1,0,1,0,3,0,0,0,1,0,2,0,2,1,0,1,0,0,3,0,1,0,1,0,0,-9,0,0,0,1,3,0,1,0,2,0,0,1,3,0,1,0,2,0,1,0,2,0,0,0,1,4
