ResponseId,zip_code,state,att_travel_satisfaction,att_weather_concern,att_weather_influence,att_shop_instore,att_mixed_use_neighborhood,att_tech_ability,att_environment_friendly,att_transit_proximity,att_tech_learning_frustration,att_spacious_home,att_physical_activity,att_group_energy,att_social_drain,att_public_social,att_nearby_support,att_community_support,att_community_participation,att_communication_channels,att_safety_knowledge,att_adaptability,att_test,att_authority_confidence,att_guideline_compliance,att_personal_resilience,att_financial_resilience,avail_comm_resources,avail_alert_systems,avail_cooling_warming_centers,avail_informal_centers,avail_emergency_shelters,avail_emergency_medical,avail_transport_assist,avail_evac_assist,avail_food_water,avail_charging_stations,life_satisfaction_now_group,life_satisfaction_now,life_satisfaction_duringcovid,social_connect_strength,healthcare_quality,financial_secure,provide_care,exp_ext_heat,exp_ext_cold,exp_maj_flooding,exp_maj_earthquake,exp_hurr_tor,exp_wildfire,exp_power_outage,exp_pandemic,ext_heat_impact_wlb,ext_heat_cope,ext_heat_likely_repeat,ext_heat_affect,ext_heat_lkly_normal_business,ext_heat_lkly_stay_home,ext_heat_lkly_seek_shelter,ext_heat_lkly_social_connection,ext_heat_lkly_leave_town,ext_heat_lkly_supplies,ext_heat_lkly_follow_officials,ext_heat_lkly_comm_supports,ext_heat_cope_comments,ext_heat_indoor_restaurant,ext_heat_takeout_pickup,ext_heat_food_delivery,ext_heat_public_indoors,ext_heat_wfh,ext_heat_commute,ext_heat_car_travel,ext_heat_public_transit,ext_heat_stay_home,ext_heat_stay_family_friends,ext_heat_check_family_friends,ext_heat_volunteer_community,ext_heat_ac_equipped,ext_cold_impact_wlb,ext_cold_cope,ext_cold_likely_repeat,ext_cold_affect,ext_cold_lkly_normal_business,ext_cold_lkly_stay_home,ext_cold_lkly_seek_shelter,ext_cold_lkly_social_connection,ext_cold_lkly_leave_town,ext_cold_lkly_supplies,ext_cold_lkly_follow_officials,ext_cold_lkly_comm_supports,ext_cold_cope_comments,ext_cold_indoor_restaurant,ext_cold_takeout_pickup,ext_cold_food_delivery,ext_cold_public_indoors,ext_cold_wfh,ext_cold_commute,ext_cold_car_travel,ext_cold_transit_use,ext_cold_stay_home,ext_cold_stay_family_friends,ext_cold_check_family_friends,ext_cold_volunteer_community,ext_flooding_impact_wlb,ext_flooding_cope,ext_flooding_likely_repeat,ext_flooding_affect,ext_flooding_lkly_normal_business,ext_flooding_lkly_stay_home,ext_flooding_lkly_seek_shelter,ext_flooding_lkly_social_connection,ext_flooding_lkly_leave_town,ext_flooding_lkly_supplies,ext_flooding_lkly_follow_officials,ext_flooding_lkly_comm_supports,ext_flooding_cope_comments,ext_flooding_wfh,ext_flooding_car_travel,ext_flooding_walk_bike_mode,ext_flooding_transit_use,ext_flooding_stay_home,ext_flooding_stay_family_friends,ext_flooding_check_family_friends,ext_flooding_volunteer_community,ext_earthquake_impact_wlb,ext_earthquake_cope,ext_earthquake_likely_repeat,ext_earthquake_affect,ext_earthquake_lkly_normal_business,ext_earthquake_lkly_stay_home,ext_earthquake_lkly_seek_shelter,ext_earthquake_lkly_social_connection,ext_earthquake_lkly_leave_town,ext_earthquake_lkly_supplies,ext_earthquake_lkly_follow_officials,ext_earthquake_lkly_comm_supports,ext_earthquake_cope_comments,ext_earthquake_wfh,ext_earthquake_car_travel,ext_earthquake_walk_bike_mode,ext_earthquake_transit_use,ext_earthquake_stay_home,ext_earthquake_stay_family_friends,ext_earthquake_check_family_friends,ext_earthquake_volunteer_community,ext_powerout_impact_wlb,ext_powerout_cope,ext_powerout_likely_repeat,ext_powerout_affect,ext_powerout_lkly_normal_business,ext_powerout_lkly_stay_home,ext_powerout_lkly_seek_shelter,ext_powerout_lkly_social_connection,ext_powerout_lkly_leave_town,ext_powerout_lkly_supplies,ext_powerout_lkly_follow_officials,ext_powerout_lkly_comm_supports,ext_powerout_cope_comments,ext_powerout_eating_restaurant,ext_powerout_indoor_restaurant,ext_powerout_food_delivery,ext_powerout_takeout_pickup,ext_powerout_car_travel,ext_powerout_walk_bike_mode,ext_powerout_transit_use,ext_powerout_stay_home,ext_powerout_stay_family_friends,ext_powerout_check_family_friends,ext_powerout_volunteer_community,employment_status,freq_work,freq_school,freq_wfh,work_dist,school_dist,work_mode_choice,nonwork_mode_choice,school_mode_choice_student,nonwork_mode_choice_student,work_mode_choice_student_worker,school_mode_choice_student_worker,nonwork_mode_choice_student_worker,nonwork_mode_choice_nonemp,online_shopping_freq,meal_prep_freq,groc_deliver_freq,service_deliver_freq,eng_walking,eng_running,eng_biking,eng_public_parks,eng_visit_playground,eng_farmers_market,eng_outdoor_event,eng_civic_activity,eng_people_watching,imp_travel_dist,imp_location,imp_dist_from_community,imp_cost,imp_activity_type,imp_park_avail,imp_public_transit_access,imp_test,imp_location_safety,imp_family_friends_join,imp_weather,imp_disability_access,tm_out_of_house,tm_fresh_air,tm_socialize,tm_social_visibility,tm_sense_of_belonging,tm_meet_friends_family,tm_activities_enjoy,travel_motivation_other,conc_personal_safety,conc_traffic_safety,conc_public_space_maintenance,conc_disability_access,conc_suff_info,conc_overcrowding,conc_connectivity,conc_noise,conc_pollution,conc_weather_protection,conc_social_comfort,rank_indoor_dine,rank_outdoor_dine,rank_pickup_food,rank_food_delivery,covid_freq_indoor_dine,covid_freq_outdoor_dine,covid_freq_pickup,covid_freq_delivery,covid_freq_cook,covid_freq_take_food_out,covid_rest_buss_hours,covid_rest_buss_out,covid_rest_menu_reduc,covid_rest_deliver_offer,covid_rest_outdoor_offer,ta_bus,ta_light_rail,ta_intercity_rail,ta_ferry,ta_none,transit_avail_other,transit_freq,tmu_bus,tmu_light_rail,tmu_intercity_rail,tmu_ferry,transit_mode_use_other,pre_covid_transit_use,covid_transit_use,pctr_less_reliable,pctr_health_concerns,pctr_changed_job,pctr_wfh,pctr_moved,pctr_transit_cost,pctr_financial_change,pctr_acquire_vehicle,pctr_lifestyle_change,post_covid_transit_reduce_other,pcti_improve_reliabiity,pcti_decreased_healthy_concerns,pcti_new_job,pcti_change_work_location,pcti_return_office,pcti_moved,pcti_transit_less_cost,pcti_financial_changes,pcti_no_personal_vehicle,pcti_lifestyle_changes,post_covid_transit_increase_other,transit_trip_purpose,transit_trip_purpose_other,transit_alternative,transit_alternative_other,license,work_environment,hh_unit,hh_unit_other,hh_tenure,hh_tenure_other,hh_under_5,hh_5_11,hh_12_17,hh_18_34,hh_35_54,hh_55_64,hh_over_65,hh_license,hh_veh,year_born,gender,hispanic,race_indian_native,race_asian,race_black,race_native_pacific,race_white,race_prefer_not_to_answer,race_other,educ,travel_disability,hh_income,comments,County,Age_group,hh_size,region
4849,98002,49,2,5,5,3,5,5,5,2,2,4,4,4,4,4,5,5,2,3,3,4,4,4,5,4,3,4,1,3,1,3,1,1,1,1,1,1,6,3,4,4,3,1,4,5,2,1,1,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,1,5,4,1,1,1,2,5,3,Nothing that I don’t already do. ,3,2,2,4,3,3,3,4,3,3,2,4,1,1,1,0,4,5,1,1,1,2,5,4,I would help my neighbors if needed ,4,3,4,4,3,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,,0,25,,1,2,,,,,,,2,2,1,1,4,3,1,2,1,2,2,1,3,3,3,3,5,3,2,1,2,2,4,5,1,0,1,0,0,0,1,1,,3,1,3,2,3,4,2,5,2,5,5,4,1,2,3,1,1,3,3,3,2,3,1,1,3,3,1,1,1,1,0,,5,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,,1,3,3,,1,,0,0,0,2,0,0,0,2,2,1999,2,2,0,0,0,0,1,0,,6,1,7,Better wind preparation ,Puget,18-34,2,9
4850,98168,49,4,3,4,4,4,5,5,4,3,3,3,4,4,4,5,4,5,5,5,5,4,4,4,5,4,4,4,3,4,4,4,4,3,3,4,3,9,1,1,5,2,2,4,4,3,4,4,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,4,4,3,4,4,3,5,4,4,4,"Prepare my home, Stock up on supplies, clothing and gear, vehicle preparation, stay indoors",2,2,2,2,2,2,3,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,3,2,3,3,4,4,5,4,5,5,5,5,"Secure my space, learn and practice , develop a plan",3,1,2,2,2,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,2,15,,1,2,,,,,,,3,2,4,3,5,4,2,4,2,2,3,3,3,5,5,5,4,4,4,3,2,3,4,5,4,1,1,0,0,0,1,0,,3,4,2,3,1,2,3,2,1,2,2,1,4,2,3,3,1,3,3,3,3,2,2,3,3,3,1,1,0,0,0,,3,0,1,0,0,0,4,5,0,0,0,0,0,0,0,0,0,,1,0,0,0,1,0,1,1,1,1,,1,,1,,1,3,3,,2,,0,1,1,0,2,0,0,2,1,1974,1,2,0,0,0,0,1,0,,7,1,8,"Create a neighborhood network, emergency shelter",Puget,35-54,4,9
4851,98111,49,4,4,5,2,2,4,4,4,3,2,4,5,4,3,4,3,2,4,4,3,4,2,4,4,2,4,4,3,3,3,3,3,3,1,3,2,7,2,3,4,4,1,3,5,1,2,5,2,2,2,3,3,5,4,4,4,2,4,3,5,5,3,"I would make sure to stay hydrated, and to limit prolonged exposure to heat and sun, to avoid heatstroke.",1,2,3,1,4,4,4,1,2,1,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,4,4,2,4,2,4,3,5,5,4,"I would communicate with friends and family members, who live in other areas, and discuss my contingency plans if the earthquake damage becomes serious.",4,4,1,1,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,5,2,2,2,1,4,1,1,3,1,3,2,2,1,4,4,2,4,4,1,5,2,5,4,3,1,1,1,0,0,0,1,0,,4,3,3,2,2,3,5,2,2,3,3,2,3,1,4,1,1,3,3,3,3,3,2,3,3,2,1,1,1,1,0,,3,1,1,0,0,0,3,4,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,2,,5,,2,,1,,2,,0,0,0,0,0,0,1,0,0,1951,2,2,0,0,0,0,1,0,,7,1,3,,Puget,55+,1,9
4852,98125,49,5,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,3,4,4,3,4,4,4,4,4,3,10,1,1,5,5,2,5,4,5,4,5,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,5,5,5,5,5,5,5,5,5,5,Layer Up,2,2,2,2,2,3,3,2,3,2,2,2,5,1,5,5,5,5,5,5,5,5,5,5,Prepare an Emergency Kit,2,2,2,3,2,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,2,20,,1,1,,,,,,,5,5,5,5,2,3,4,5,4,4,5,4,4,5,5,5,5,5,5,5,2,4,5,4,4,0,0,0,0,0,1,1,,4,5,5,5,5,4,4,4,5,5,4,3,1,2,4,3,3,3,3,3,3,3,3,3,3,3,0,1,0,1,0,,2,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1,,1,,1,3,4,,2,,0,0,2,0,2,0,0,1,1,1972,1,2,0,0,0,0,1,0,,7,2,8,Community Education and Awareness,Puget,35-54,4,9
4853,98177,49,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,5,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,I would not stay outside for a long time,3,3,3,3,3,3,3,3,3,3,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,0,3,3,3,3,3,3,3,3,I would simply not stay in a flooded place for a long time.,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,,0,2,,1,3,,,,,,,6,6,6,5,5,5,4,4,4,4,4,3,2,3,3,3,3,3,3,3,2,3,3,3,3,1,1,0,0,0,1,0,,3,3,3,3,3,3,3,3,3,3,3,1,4,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,0,0,,2,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1,,1,,1,1,3,,2,,0,0,0,2,0,0,0,2,2,2001,2,2,0,0,0,0,1,0,,7,1,10,,Puget,18-34,2,9
4854,10035,33,5,3,5,4,5,5,3,5,2,4,5,2,5,1,4,3,1,3,3,3,4,3,4,4,5,3,4,3,3,1,3,3,1,1,3,1,4,4,5,1,4,1,4,5,3,1,1,4,2,3,2,2,5,2,1,5,1,1,1,5,4,1,use air conditioning and fans when indoors,1,1,2,2,2,1,4,1,2,4,2,4,1,2,2,5,2,2,5,1,1,2,4,4,1,wear layers of clothing even when indoors,1,1,2,1,2,1,4,1,2,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,,0,50,,6,11,,,,,,,4,1,1,1,5,1,1,2,1,2,2,2,3,5,5,4,5,4,1,5,2,5,1,4,1,1,1,0,0,0,0,1,,3,3,4,1,1,3,2,2,2,2,3,2,4,1,3,1,1,1,1,3,4,3,3,3,3,3,1,1,0,0,0,,2,0,1,0,0,0,2,5,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1,,10,,1,1,3,,1,,0,0,0,0,1,0,0,1,0,1977,2,2,0,0,1,0,0,0,,7,1,5,no comment,,35-54,1,2
4855,98198,49,4,3,3,5,4,5,4,3,2,3,4,4,3,4,5,4,4,3,4,5,4,3,4,4,5,4,3,4,3,3,4,3,2,4,4,2,8,2,1,4,2,2,4,5,4,3,1,1,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,4,3,3,4,4,3,3,5,5,4,"In addition to securing my home and having an emergency kit, I would practice regular earthquake drills to ensure preparedness and reduce anxiety.",3,3,2,3,2,2,3,2,4,2,2,4,5,2,3,3,2,3,4,3,"I would gather essential supplies, like water and non-perishable food, charge devices in advance, and stay informed through battery-operated radios for updates.",3,3,2,2,3,3,3,3,2,3,3,2,5,,0,2,,1,1,,,,,,,3,2,4,3,5,5,3,3,4,3,3,4,4,4,4,3,4,4,3,3,2,4,3,4,3,0,1,1,0,0,1,0,,5,4,3,3,4,3,4,1,2,4,4,1,2,4,3,1,2,2,3,3,3,2,3,2,3,3,1,1,0,0,0,,3,1,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,,7,,1,,1,2,1,,2,,0,1,1,0,2,0,0,2,2,1970,1,2,0,0,0,0,1,0,,7,1,8,No it was good,Puget,35-54,4,9
4856,54115,51,4,4,5,5,4,3,4,3,4,4,5,3,4,3,5,5,3,4,4,4,4,5,4,4,2,3,3,3,3,3,3,3,3,3,3,2,8,1,3,5,4,1,2,2,2,1,2,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,4,3,3,4,3,4,3,4,4,4,Do what I can to try to stay warm ,1,1,2,2,3,2,2,4,2,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,3,3,4,2,3,3,3,4,4,Find ways to keep busy until power comes back on,2,2,2,2,2,2,4,2,2,2,4,2,4,,0,10,,1,3,,,,,,,4,2,1,1,5,2,1,2,2,2,2,1,1,3,2,2,3,3,3,1,2,3,2,3,1,1,0,0,0,0,1,1,,3,3,3,1,1,2,1,2,1,3,2,4,2,1,3,4,4,2,4,2,4,3,2,2,3,2,1,0,0,0,0,,5,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,,1,1,1,,2,,0,0,1,0,2,0,0,2,4,1978,2,2,0,0,0,0,1,0,,5,1,6,No,,35-54,3,3
4857,45440,36,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,1,1,1,1,1,1,1,1,1,1,2,8,3,3,3,3,1,3,3,3,1,1,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,Not go outside ,3,3,3,3,3,3,3,3,3,3,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,3,0,3,5,3,3,3,3,3,3,I don’t know ,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,1,3,1,5,1,2,2,1,1,1,1,1,1,1,1,1,3,3,3,3,2,2,4,3,3,3,0,1,0,0,1,1,0,,3,3,3,3,3,3,3,3,3,3,3,2,3,1,4,4,4,4,4,3,1,4,4,4,4,4,1,0,0,0,0,,5,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,,1,,3,,1,,0,1,0,1,0,0,0,1,1,1993,2,2,0,0,0,0,1,0,,3,1,1,,,18-34,2,3
4858,58104,35,4,4,5,2,4,4,4,2,2,4,3,2,4,1,5,5,2,4,4,3,4,4,5,3,2,3,4,2,2,3,3,3,3,3,1,2,7,2,3,5,4,2,1,5,2,1,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,1,4,5,1,1,1,2,3,1,No,1,1,2,4,3,4,3,4,2,4,3,3,3,1,3,2,4,3,1,2,2,4,5,3,No,3,3,4,4,2,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,5,0,,1,3,,,,,,,3,3,4,1,4,1,1,2,1,2,1,1,2,3,3,3,3,3,3,1,2,4,3,4,4,0,1,0,0,0,1,1,,2,2,1,3,1,2,1,1,1,2,3,3,4,2,1,1,1,3,3,3,2,2,2,2,3,1,1,0,0,0,0,,5,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,,1,1,3,,1,,0,0,1,0,2,0,0,3,2,1977,2,2,0,0,0,0,1,0,,2,1,7,No,,35-54,3,4
4859,12304,33,3,3,5,1,3,5,2,1,2,4,4,1,5,2,4,3,1,3,1,1,4,3,3,2,1,1,3,3,3,3,3,3,3,3,3,1,2,4,5,5,4,1,4,4,1,1,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,5,4,5,5,1,1,1,4,3,2,stay inside,4,4,4,4,4,4,4,4,1,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,4,5,5,3,1,1,5,3,3,nothing,4,4,4,4,4,4,4,1,4,2,4,4,,,,,,,,,,,,,5,6,4,3,6,1,1,1,1,1,1,1,1,1,2,2,2,5,5,1,5,2,5,1,5,5,1,0,1,0,0,0,1,,5,5,5,5,5,5,5,5,5,5,5,2,3,4,1,4,4,4,3,3,4,4,4,4,4,4,1,0,0,0,0,,4,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,,,,,,1,,1,,2,,0,0,0,0,1,0,0,1,0,1972,2,2,0,0,0,0,1,0,,3,3,2,,,35-54,1,2
4860,62864,14,4,3,2,1,3,3,2,2,3,3,2,1,5,1,4,3,1,4,3,4,4,2,3,3,3,4,4,3,3,1,3,3,1,3,1,2,7,3,4,2,4,2,4,5,2,1,2,1,3,2,2,3,5,4,4,5,1,2,1,3,3,3,Nothing comes to mind other than to stay inside,3,3,4,4,4,4,3,4,3,4,3,4,1,2,2,5,4,5,5,1,2,1,4,3,3,Nothing comes to mind other than staying inside,3,3,4,4,4,4,3,4,3,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,3,3,1,1,1,2,1,1,2,1,2,2,1,2,2,3,1,2,3,4,1,2,2,2,3,1,1,0,0,0,0,1,1,,2,2,2,1,2,4,1,3,2,2,4,1,3,2,4,1,4,2,4,3,4,3,2,3,3,4,1,0,0,0,0,"Taxi, UBER",5,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,,1,,1,,1,,0,0,0,0,2,0,1,2,1,1972,2,2,0,0,0,0,1,0,,3,1,5,Nothing comes to mind,,35-54,3,3
4861,6515,7,3,5,5,2,3,4,4,5,3,4,3,4,5,3,4,3,2,4,4,4,4,4,4,3,2,3,4,1,1,1,1,3,1,3,1,1,4,2,4,4,5,2,4,5,2,1,2,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,4,5,5,4,4,3,5,4,4,Getting all people in my household ready to move to shelter.,2,4,1,4,2,3,2,4,,,,,,,,,,,,,,,,,,,,,,2,2,4,4,5,5,3,3,3,4,5,4,Stay hydrated all the time.,4,4,3,4,4,3,3,2,3,3,4,4,,,,,,,,,,,,,5,5,2,4,2,3,2,4,2,2,2,2,1,3,5,5,3,5,5,2,5,2,5,4,5,4,1,1,0,0,0,0,1,,5,5,5,4,4,5,5,5,5,5,5,3,4,2,1,1,4,4,2,2,4,4,4,3,4,4,1,0,0,0,0,,3,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,6,,10,,2,,1,,1,,0,0,0,0,1,0,1,1,0,1973,2,2,0,0,0,0,1,0,,7,3,3,More connection venues among MT community members would be preferred.,,35-54,2,1
4862,64870,26,5,4,5,3,1,2,2,1,3,5,4,1,5,4,4,5,2,3,2,3,4,4,4,4,4,4,3,3,3,3,3,1,1,3,1,2,7,1,2,4,2,2,4,5,1,1,2,1,4,2,1,1,5,3,4,4,1,2,1,3,4,3,Stay indoors more,3,3,4,2,3,4,3,4,3,3,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,3,4,4,1,4,1,4,4,3,Play games and make it fun for my kiddos if possible,3,1,4,1,3,3,4,3,2,2,2,4,,,,,,,,,,,,,2,3,1,1,1,3,2,2,3,2,2,2,3,4,5,4,3,5,4,4,1,2,5,4,5,1,1,1,0,0,0,1,0,,5,5,4,1,2,5,1,5,5,4,5,3,2,1,4,1,2,3,4,3,3,3,2,1,2,2,1,0,0,0,0,,5,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,,1,,1,,1,,0,0,3,0,2,0,0,3,2,1977,2,2,0,0,0,0,1,0,,6,1,5,No,,35-54,4,4
4863,18504,39,3,4,3,4,4,2,3,3,4,2,2,3,3,3,4,1,1,1,3,3,4,1,2,4,3,2,1,1,1,1,1,1,1,1,1,1,5,3,3,5,1,2,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,2,2,5,3,3,1,2,4,3,3,3,1,0,0,0,0,0,0,,1,1,2,2,1,2,2,2,2,2,2,4,1,2,3,4,4,4,4,2,2,4,4,4,4,4,1,0,0,0,0,,5,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,,1,,3,,1,,1,0,0,0,2,0,0,2,1,1987,2,2,0,0,0,0,1,0,,1,4,2,Nothing at this time,,35-54,3,2
4864,98373,49,4,4,5,3,5,5,4,5,3,4,4,1,5,2,3,2,1,5,5,2,4,2,5,2,1,4,4,1,3,2,3,3,1,1,1,1,4,3,5,5,5,1,1,2,1,1,1,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,4,4,3,5,3,3,1,5,5,4,"Keep my mind busy reading, movies what ever is available ",1,1,2,1,4,4,1,1,2,1,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,5,4,1,5,3,3,1,5,5,4,Not fun going through power outages ,1,2,2,2,2,1,1,2,1,1,1,4,,,,,,,,,,,,,3,4,6,5,1,3,1,1,2,1,6,4,1,1,5,5,3,5,5,5,4,2,5,1,5,5,1,0,0,0,0,0,1,,4,5,2,5,4,5,3,5,4,3,1,4,3,1,2,4,4,4,4,3,4,3,2,2,3,2,0,0,0,0,1,,5,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,Rode with others in a vehicle ,0,0,0,0,0,0,0,0,0,0,,,,,,1,,3,,1,,0,0,0,0,0,1,1,2,1,1957,2,2,0,0,0,0,1,0,,2,3,2,,Puget,55+,2,9
4865,8015,31,4,3,2,4,5,4,4,5,3,3,4,2,1,3,4,5,3,4,5,4,4,5,4,2,3,4,3,2,3,3,2,3,4,3,2,3,10,3,1,3,1,4,5,4,3,2,3,4,4,4,3,3,4,3,3,2,1,4,5,4,3,4,No nothing that I can think of. ,4,3,2,3,3,4,3,2,3,3,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,4,3,4,2,3,3,4,2,2,3,I would go to my friend's place. ,1,2,3,3,2,3,3,4,3,2,3,1,7,7,5,5,10,,,,,5,5,5,,2,3,2,2,4,4,4,3,6,5,4,4,4,5,3,3,3,1,5,4,2,3,5,5,3,0,0,0,0,1,1,0,,4,3,4,4,3,4,3,4,5,3,4,2,4,1,3,3,2,1,2,3,3,3,2,3,1,2,1,0,0,0,0,,1,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,2,,3,,1,3,2,,1,,0,0,0,0,4,0,0,3,1,1986,2,2,0,0,1,0,0,0,,2,1,5,No,,35-54,4,2
4866,60602,14,4,4,5,2,4,5,4,2,2,4,4,5,2,4,4,5,5,5,4,4,4,3,5,4,4,4,4,4,3,4,4,4,4,3,4,3,9,1,2,5,2,2,3,3,3,2,2,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,4,3,2,5,4,2,3,5,5,5,Stay active to boost circulation and eat high-energy foods for extra warmth.,3,1,3,1,2,1,3,3,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,2,3,4,2,4,2,3,5,5,5,Make the best of it by spending quality time with others and consider a generator or solar charger if outages are frequent,1,3,3,1,3,1,3,2,2,2,2,2,1,,4,26,,1,1,,,,,,,4,1,4,2,4,4,3,2,2,2,2,3,3,2,4,4,3,4,5,5,2,5,4,5,3,0,0,1,0,0,1,1,,5,4,5,3,4,5,5,3,5,5,5,3,2,1,4,2,2,2,2,3,2,3,1,2,3,2,0,1,1,0,0,,3,0,1,1,0,0,2,5,0,1,0,1,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,,1,,1,,1,3,1,,2,,0,2,1,1,1,0,0,2,3,1987,1,2,0,0,0,0,1,0,,6,1,7,"No, nothing",,35-54,4,3
