ResponseId,state,empsta,weights,hcity,zip_code,urban,suburban,rural,ext_cold_impact_wlb,cold_imp_1,cold_imp_2,cold_imp_3,cold_imp_4,cold_imp_5,ext_cold_cope,ext_cold_likely_repeat,ext_cold_affect,ext_cold_lkly_normal_business,ext_cold_lkly_stay_home,ext_cold_lkly_seek_shelter,ext_cold_lkly_social_connection,ext_cold_lkly_leave_town,ext_cold_lkly_supplies,ext_cold_lkly_follow_officials,ext_cold_lkly_comm_supports,ext_cold_indoor_restaurant,ext_cold_takeout_pickup,ext_cold_food_delivery,ext_cold_public_indoors,ext_cold_wfh,ext_cold_commute,ext_cold_car_travel,ext_cold_transit_use,ext_cold_stay_home,ext_cold_stay_family_friends,ext_cold_check_family_friends,ext_cold_volunteer_community,CR,SE,PR,female,age_3150,age_5165,age_65p,age_cat,edu_bs,bs_grad,white,black,asian,hispanic_raw,hispanic_c,race_cat,in50,in50100,income_cat,hhsize1,hhsize2,hhsize_cat,child,dis_yes,work_out,tcom_no,sa_home,hhveh0,ac_raw,ac_c,PopDens_low,PopDens_medium,PopDens_high,PopDens_cat,EmpDens_low,EmpDens_medium,EmpDens_high,EmpDens_cat,NetworkDensity_low,NetworkDensity_medium,NetworkDensity_high,NetworkDensity_cat,Diversity_low,Diversity_medium,Diversity_high,Diversity_cat,TransitAccess_low,TransitAccess_medium,TransitAccess_high,TransitAccess_cat,NatWalkInd_very_low,NatWalkInd_low,NatWalkInd_high,NatWalkInd_very_high,NatWalkInd_cat
4002,49,2,0.045486871,0,98374,0,1,0,3,0,0,1,0,0,3,4,4,2,5,1,4,2,5,4,4,1,1,1,1,3,1,3,1,3,2,2,2,0.195187631,0.812393403,0.510425216,1,0,1,0,3,1,1,0,0,1,2,0,3,0,1,2,0,0,3,1,0,0,0,1,0,-9,0,0,1,0,2,0,1,0,2,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1
4003,49,4,0.017551956,0,98340,0,1,0,1,1,0,0,0,0,1,4,1,3,5,1,1,1,4,4,2,2,2,2,4,2,2,1,2,3,3,2,3,1.267100677,-0.756919707,1.029396865,0,0,0,1,4,1,1,0,0,0,2,0,5,1,0,1,1,0,1,0,0,0,0,1,0,-9,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,2,1,0,0,0,1
4006,49,2,0.021381525,0,98188,1,0,0,2,0,1,0,0,0,3,4,4,4,4,2,4,2,4,5,4,2,2,2,4,2,2,2,2,3,4,2,3,-0.010452231,-0.622854192,-0.735336563,1,0,1,0,3,0,0,1,0,0,2,0,4,1,0,1,0,1,2,0,0,0,1,0,0,0,0,0,0,1,3,0,0,1,3,0,0,1,3,0,0,1,3,0,0,1,3,0,0,1,0,3
4008,49,4,0.514996917,0,98023,0,1,0,1,1,0,0,0,0,1,6,0,5,1,1,1,1,3,3,1,2,2,2,4,2,2,2,2,2,3,3,4,0.080704178,-1.156411887,1.243668405,0,0,1,0,3,0,0,1,0,0,2,0,4,1,0,1,0,1,2,0,0,0,0,0,0,-9,0,0,0,1,3,0,1,0,2,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,3
4010,49,2,0.066153567,0,98424,0,1,0,2,0,1,0,0,0,2,4,5,5,5,4,5,3,5,5,5,3,2,3,1,2,2,3,1,2,3,3,3,1.227875555,1.368412089,0.754426596,0,1,0,0,2,0,1,1,0,0,2,0,4,0,0,3,0,0,3,1,0,0,0,1,0,-9,0,1,0,0,1,0,0,1,3,0,0,1,3,0,0,1,3,1,0,0,1,0,1,0,0,2
4014,49,2,0.155839538,0,98155,0,1,0,5,0,0,0,0,1,4,5,5,4,4,3,1,1,4,2,2,1,1,1,1,3,1,1,1,3,1,1,4,-1.868165499,-0.012206664,-0.140229306,0,1,0,0,2,1,1,1,0,0,2,0,4,0,1,2,1,0,1,0,0,0,1,0,0,-9,0,0,1,0,2,0,1,0,2,0,1,0,2,1,0,0,1,1,0,0,1,0,0,1,0,3
4015,49,2,0.033059464,0,98391,0,1,0,3,0,0,1,0,0,2,3,2,4,3,1,3,2,3,2,1,2,2,2,1,2,2,2,1,3,2,2,4,-2.19162586,0.291205478,0.214979043,1,1,0,0,2,0,0,1,0,0,2,0,4,1,0,1,0,0,3,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1
4016,49,2,0.002805063,0,98349,0,1,0,2,0,1,0,0,0,3,6,2,3,4,2,2,1,3,4,3,1,1,1,3,3,1,1,2,3,3,3,4,1.120646514,-0.758261257,0.043736859,1,1,0,0,2,0,0,0,0,0,2,0,5,0,1,2,0,0,3,0,0,0,0,1,0,-9,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1
4021,49,2,0.039853197,0,98466,0,1,0,3,0,0,1,0,0,1,5,3,3,4,1,2,1,5,4,4,1,1,3,1,2,2,1,2,2,3,2,2,0.462864413,-0.597923922,0.718559268,1,0,1,0,3,1,1,0,1,0,2,0,2,1,0,1,1,0,1,0,1,0,0,0,0,-9,0,0,1,0,2,0,1,0,2,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,4
4023,49,4,0.014691896,0,98296,0,1,0,2,0,1,0,0,0,2,5,4,1,5,1,4,1,5,4,4,3,1,2,2,2,2,1,2,3,2,2,2,0.509497726,-0.290663201,-1.23005783,1,0,0,1,4,1,1,1,0,0,2,0,4,0,1,2,1,0,1,0,0,0,0,1,0,-9,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,3,1,0,0,1,1,0,0,0,1
4027,49,2,0.088257841,0,98045,0,1,0,3,0,0,1,0,0,3,5,3,2,5,1,1,1,4,5,4,1,2,2,1,2,1,2,2,3,4,2,2,0.41868425,0.609061382,0.181971898,0,1,0,0,2,0,1,1,0,0,2,0,4,0,0,3,0,0,3,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0,2,0,1,0,2,0,0,1,3,1,0,0,1,0,0,1,0,3
4028,2,2,6.507312472,0,99515,0,1,0,1,1,0,0,0,0,1,3,1,5,3,1,1,1,5,5,3,2,3,2,4,2,2,2,2,2,4,2,4,0.604257031,-2.139719507,-0.126934647,1,1,0,0,2,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,-9,0,0,1,0,2,0,0,1,3,0,0,1,3,0,1,0,2,1,0,0,1,0,0,1,0,3
4029,49,2,0.042510625,0,98121,1,0,0,4,0,0,0,1,0,1,5,5,5,4,3,4,5,4,3,5,2,3,1,2,2,2,3,2,2,3,2,2,0.308851124,0.514480433,1.00138164,0,1,0,0,2,0,1,1,0,0,2,0,4,0,1,2,1,0,1,1,0,1,1,0,0,-9,0,0,0,1,3,0,0,1,3,0,0,1,3,0,0,1,3,0,0,1,3,0,0,0,1,4
4033,49,2,0.079670384,0,98036,0,1,0,1,1,0,0,0,0,1,2,1,4,4,1,1,1,3,5,3,2,2,2,4,2,2,2,2,2,4,3,3,0.841745411,0.290590013,1.058931135,1,0,0,1,4,1,1,1,0,0,2,0,4,0,0,3,0,0,3,1,0,0,0,1,0,1,1,0,1,0,2,0,0,1,3,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,3
4034,49,2,0.025376348,0,98032,1,0,0,2,0,1,0,0,0,3,5,4,3,4,3,4,3,4,5,5,3,2,3,2,2,2,2,2,3,3,2,3,0.289795144,1.023607543,-0.117617312,0,0,0,1,4,0,0,1,0,0,2,0,4,1,0,1,1,0,1,0,0,0,0,0,0,-9,0,0,0,1,3,0,0,1,3,0,0,1,3,0,1,0,2,0,1,0,2,0,0,0,1,4
4037,49,4,0.022064495,0,98223,0,1,0,2,0,1,0,0,0,4,3,3,3,5,3,3,1,5,5,3,2,2,2,4,2,2,2,2,2,4,3,4,-0.343340023,-1.330356,1.173864578,1,0,0,1,4,0,0,1,0,0,2,0,4,1,0,1,1,0,1,0,0,0,0,0,0,-9,0,1,0,0,1,1,0,0,1,0,1,0,2,1,0,0,1,1,0,0,1,1,0,0,0,1
4038,49,4,0.016169519,0,98374,0,1,0,3,0,0,1,0,0,2,5,3,4,4,1,1,1,4,2,1,2,2,2,3,3,1,1,2,3,1,3,3,-0.061939943,1.141384615,0.194195786,1,1,0,0,2,0,0,1,0,0,2,0,4,0,0,0,0,0,3,1,0,0,0,1,0,-9,0,0,1,0,2,0,1,0,2,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1
4039,5,2,0.239328714,0,90001,1,0,0,5,0,0,0,0,1,1,5,4,5,5,4,5,5,4,5,5,3,2,3,3,3,1,3,1,3,2,1,2,1.139831793,1.030530317,0.771438576,1,1,0,0,2,0,1,1,0,0,2,0,4,0,0,3,0,0,3,1,0,0,0,1,0,1,1,0,0,1,3,0,0,1,3,1,0,0,1,0,0,1,3,0,0,1,3,0,0,0,1,4
4040,49,4,0.021712349,0,98407,0,1,0,2,0,1,0,0,0,2,3,2,4,4,2,2,2,3,3,3,2,2,2,4,3,1,2,1,2,4,3,4,-0.390350479,-0.474210846,0.250764884,1,0,1,0,3,0,0,1,0,0,2,0,4,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,2,0,1,0,2,1,0,0,1,1,0,0,1,0,1,0,2,0,0,0,1,4
4041,49,2,0.349494172,0,98032,1,0,0,1,1,0,0,0,0,2,2,4,3,5,2,2,2,4,4,4,2,2,2,3,3,2,2,2,3,3,3,3,-0.936954639,0.377790921,0.142908318,1,1,0,0,2,1,1,0,0,1,2,0,3,0,0,3,0,1,2,0,0,0,0,0,0,-9,0,0,0,1,3,0,0,1,3,0,0,1,3,0,1,0,2,0,1,0,2,0,0,0,1,4
4042,49,2,0.153693236,0,98122,1,0,0,3,0,0,1,0,0,3,4,4,4,4,3,3,4,4,4,4,1,1,3,2,3,1,1,1,3,1,1,2,1.043588442,1.464200946,1.082423828,1,1,0,0,2,1,1,1,0,0,1,1,1,0,0,3,0,0,3,1,0,0,1,1,0,1,1,0,0,1,3,0,0,1,3,1,0,0,1,0,0,1,3,0,0,1,3,0,0,0,1,4
4045,49,4,0.019738911,0,98108,1,0,0,1,1,0,0,0,0,3,3,4,3,5,2,3,1,4,4,1,2,2,2,4,2,2,2,2,2,3,3,4,-0.161749808,-0.326828522,-2.676531068,0,0,0,1,4,0,0,0,0,1,2,0,3,1,0,1,0,0,3,0,1,0,0,1,0,-9,0,0,0,1,3,0,0,1,3,0,0,1,3,0,1,0,2,0,0,1,3,0,0,0,1,4
4047,49,1,0.124355944,0,98383,0,1,0,2,0,1,0,0,0,1,5,2,4,5,1,1,1,5,5,1,2,2,2,3,2,2,1,2,3,4,3,3,-0.536413649,-0.556443715,1.174848737,1,1,0,0,2,1,1,1,0,0,2,0,4,0,0,3,0,1,2,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,2,0,1,0,2,1,0,0,1,1,0,0,1,1,0,0,0,1
4048,49,4,0.05192134,0,98023,0,1,0,1,1,0,0,0,0,2,5,3,4,3,1,2,2,3,4,3,1,1,1,1,2,2,2,2,2,4,2,2,0.106866942,1.258147136,0.109630596,0,0,0,1,4,0,0,1,0,0,2,0,4,0,1,2,0,1,2,0,0,0,0,1,0,-9,0,0,0,1,3,0,1,0,2,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,3
4050,49,2,0.146978991,0,98144,1,0,0,2,0,1,0,0,0,3,3,3,3,4,4,4,5,4,4,4,1,2,3,1,2,2,1,1,3,1,1,1,-0.286455826,0.409315719,0.261884556,0,1,0,0,2,0,0,0,0,1,2,0,3,1,0,1,0,1,2,1,0,0,0,0,0,1,1,0,0,1,3,0,0,1,3,0,0,1,3,0,0,1,3,0,0,1,3,0,0,0,1,4
4051,49,1,0.036207965,0,98030,1,0,0,4,0,0,0,1,0,2,5,3,2,5,2,5,2,5,5,2,3,3,3,4,3,1,2,1,3,2,2,4,0.007614071,-1.475514981,1.328941665,1,0,0,0,1,0,0,0,1,0,2,0,2,0,1,2,0,0,3,1,0,0,0,0,0,0,0,0,0,1,3,0,0,1,3,1,0,0,1,1,0,0,1,0,1,0,2,0,0,0,1,4
4053,49,2,0.096066991,0,98108,1,0,0,5,0,0,0,0,1,1,5,5,4,5,4,5,4,5,4,5,2,2,2,3,2,2,2,2,2,4,3,4,0.675595899,1.429001024,0.491311963,0,1,0,0,2,1,1,1,0,0,2,0,4,0,0,3,0,0,3,1,0,0,0,1,0,-9,0,0,0,1,3,0,0,1,3,0,0,1,3,0,1,0,2,0,0,1,3,0,0,0,1,4
4054,49,4,0.013268196,0,98087,1,0,0,3,0,0,1,0,0,3,5,3,4,5,2,2,2,5,5,5,2,1,3,1,3,1,1,3,3,1,3,2,-0.422999151,-0.161354653,-0.544806797,1,1,0,0,2,0,0,0,1,0,2,0,2,0,1,2,0,0,3,1,0,0,0,0,0,-9,0,0,0,1,3,0,1,0,2,0,0,1,3,0,1,0,2,1,0,0,1,0,0,0,1,4
4055,49,4,0.252745636,0,98258,0,1,0,2,0,1,0,0,0,2,5,5,4,4,2,2,2,5,5,2,3,2,2,2,2,2,2,2,2,2,2,4,-1.048409065,-0.839022662,0.014820755,1,1,0,0,2,0,0,0,0,1,2,0,3,0,0,3,0,0,3,1,0,0,0,1,0,-9,0,0,1,0,2,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,2,0,1,0,0,2
4056,49,4,0.054515879,0,98118,0,1,0,5,0,0,0,0,1,3,5,5,1,5,1,1,1,5,5,1,1,1,1,1,2,2,1,1,3,1,1,1,0.521720778,0.57793008,1.132495533,1,0,1,0,3,1,1,0,0,1,2,0,3,1,0,1,1,0,1,0,0,0,0,1,0,-9,0,0,0,1,3,0,1,0,2,1,0,0,1,1,0,0,1,0,0,1,3,0,0,0,1,4
4058,49,4,0.064225044,0,98433,0,1,0,1,1,0,0,0,0,1,4,3,3,1,1,1,1,1,1,1,2,2,2,4,2,2,2,2,2,4,4,4,-0.428349587,-1.720409233,0.053144689,1,0,0,0,1,0,0,1,0,0,2,0,4,1,0,1,0,0,3,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,2,0,0,1,3,0,1,0,2,1,0,0,0,1
4061,49,2,0.011636814,0,98208,0,1,0,2,0,1,0,0,0,2,4,3,3,5,2,2,2,5,5,3,2,1,2,4,2,1,1,2,3,4,3,3,0.285457781,0.019294123,-0.363109313,1,0,1,0,3,0,0,1,0,0,2,0,4,1,0,1,0,0,3,0,0,0,1,1,0,-9,0,0,1,0,2,0,0,1,3,0,0,1,3,0,1,0,2,1,0,0,1,0,0,1,0,3
4064,49,2,0.106606965,0,98292,0,1,0,3,0,0,1,0,0,3,5,4,4,4,1,1,1,4,4,4,3,1,2,2,2,3,3,2,2,2,2,3,1.045791404,-0.115977107,0.138009673,0,0,1,0,3,0,0,1,0,0,2,0,4,0,1,2,0,1,2,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1
4066,49,4,0.000341199,0,98597,0,1,0,2,0,1,0,0,0,2,3,3,2,1,1,1,1,1,1,1,2,2,2,4,2,2,2,2,2,4,4,3,-2.744166986,-0.755817748,1.020313293,1,1,0,0,2,0,0,0,0,0,2,0,5,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,2,1,0,0,1,1,0,0,0,1
4067,49,2,0.015672293,0,98023,0,1,0,2,0,1,0,0,0,2,4,2,5,5,1,1,1,5,5,2,2,2,2,3,2,1,2,1,2,3,3,1,-0.350832267,-0.60495767,0.075111088,1,1,0,0,2,0,0,0,1,0,2,0,2,1,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,1,3,0,1,0,2,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,3
4068,49,2,0.016186986,0,98391,0,1,0,3,0,0,1,0,0,3,5,3,4,5,1,1,1,5,3,3,2,2,2,3,3,2,2,1,2,3,3,3,0.632136264,0.172382401,0.531384347,1,0,1,0,3,1,1,1,0,0,2,0,4,1,0,1,1,0,1,0,0,0,1,1,0,-9,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1
4070,49,4,0.103761411,0,98272,0,1,0,1,1,0,0,0,0,3,5,2,4,5,1,3,1,5,5,5,2,2,2,1,2,2,2,2,3,4,2,3,0.785535758,-0.534361255,-1.804244244,1,0,0,1,4,0,0,1,0,0,2,0,4,0,0,3,0,0,3,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,1,3,0,1,0,2,1,0,0,1,1,0,0,0,1
4072,49,4,0.015863829,0,98033,1,0,0,1,1,0,0,0,0,2,3,1,3,5,2,3,2,4,4,3,2,2,2,1,2,2,1,1,2,3,2,3,0.2461423,0.473224922,-0.646392913,1,0,1,0,3,0,0,1,0,0,2,0,4,0,1,2,0,1,2,0,1,0,0,1,0,-9,0,0,1,0,2,0,0,1,3,0,0,1,3,0,0,1,3,1,0,0,1,0,0,0,1,4
4074,49,2,0.041409622,0,98011,0,1,0,4,0,0,0,1,0,3,4,4,5,3,3,4,4,4,5,4,3,2,3,2,1,1,1,1,3,2,2,2,-0.461916645,1.045455714,0.524101503,0,1,0,0,2,1,1,1,0,0,2,0,4,0,0,3,0,0,3,1,0,0,0,1,0,-9,0,0,1,0,2,0,0,1,3,0,0,1,3,0,1,0,2,1,0,0,1,0,0,1,0,3
4076,49,2,0.057482633,0,98052,0,1,0,3,0,0,1,0,0,3,5,3,5,4,1,1,1,3,4,1,2,2,2,3,2,2,2,2,2,3,3,3,-1.445582465,0.093604104,-1.966257365,1,0,1,0,3,0,1,0,1,0,2,0,2,0,0,0,0,1,2,0,0,0,1,0,1,0,0,0,1,0,2,0,0,1,3,0,1,0,2,1,0,0,1,1,0,0,1,0,0,1,0,3
4077,49,4,0.072025914,0,98204,1,0,0,3,0,0,1,0,0,3,3,2,3,4,1,1,1,4,3,2,1,1,1,1,3,1,2,1,2,1,1,1,-1.58723114,0.227454565,-1.203197843,0,0,1,1,4,0,0,1,0,0,2,0,4,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,3,0,0,1,3,0,1,0,2,0,0,1,3,1,0,0,1,0,0,0,1,4
4079,49,1,0.014529792,0,98103,1,0,0,4,0,0,0,1,0,2,4,4,4,4,4,4,4,4,4,4,3,3,2,3,3,1,3,1,3,2,1,2,0.256734903,0.65080787,0.631847255,1,1,0,0,2,1,1,1,0,0,2,0,4,0,1,2,0,0,3,1,0,1,0,0,0,-9,0,0,0,1,3,0,0,1,3,1,0,0,1,0,0,1,3,1,0,0,1,0,0,0,1,4
4084,49,2,0.048946574,0,98164,1,0,0,4,0,0,0,1,0,2,4,4,4,3,4,4,1,3,5,5,3,1,3,1,2,1,1,1,2,2,2,3,0.569665713,0.56934111,-0.534133432,1,1,0,0,2,1,1,1,0,0,2,0,4,0,0,3,0,0,3,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4085,49,2,0.025647794,0,98118,0,1,0,2,0,1,0,0,0,2,4,1,2,3,4,4,4,4,4,4,3,3,3,2,3,1,3,1,3,1,2,2,0.89935706,0.204807797,0.215945135,0,1,0,0,2,0,1,1,0,0,2,0,4,0,0,3,0,0,3,1,0,0,1,1,0,-9,0,0,0,1,3,0,1,0,2,1,0,0,1,1,0,0,1,0,0,1,3,0,0,0,1,4
4086,49,4,0.031988921,0,98103,1,0,0,3,0,0,1,0,0,4,5,3,1,5,2,4,1,2,4,2,2,3,3,4,2,2,3,3,3,2,2,4,-2.168312761,0.099590329,-0.411950104,0,1,0,0,2,0,0,1,0,0,2,0,4,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,3,0,0,1,3,1,0,0,1,0,0,1,3,1,0,0,1,0,0,0,1,4
4087,49,2,0.028912535,0,98321,0,1,0,2,0,1,0,0,0,3,5,2,4,5,1,1,2,2,4,3,2,2,2,3,3,1,1,2,3,3,2,3,0.325022263,0.373768643,-1.720064095,0,1,0,0,2,1,1,1,0,0,2,0,4,0,0,0,0,0,3,0,0,0,1,1,0,-9,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1
4088,49,2,0.018898716,0,98010,0,1,0,4,0,0,0,1,0,3,5,4,3,5,4,3,3,5,3,4,1,1,1,2,3,1,1,2,3,3,2,2,-1.212923166,0.769746319,1.772194438,1,0,1,0,3,0,0,1,0,0,2,0,4,1,0,1,1,0,1,0,0,0,1,0,0,-9,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1
4091,49,4,0.064181234,0,98126,0,1,0,3,0,0,1,0,0,3,5,2,2,4,1,1,1,2,5,1,3,1,2,2,2,2,3,3,3,1,2,3,0.388979308,1.19700725,0.267558578,0,1,0,0,2,0,0,1,0,0,2,0,4,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,3,0,1,0,2,0,1,0,2,1,0,0,1,0,1,0,2,0,0,0,1,4
4097,49,4,0.017108384,0,98103,1,0,0,3,0,0,1,0,0,3,4,3,2,5,1,3,2,4,5,4,1,2,2,1,3,1,2,2,3,4,2,1,-0.223136071,-0.115759981,-1.477423704,1,1,0,0,2,0,1,1,0,0,2,0,4,1,0,1,1,0,1,0,0,0,0,0,1,-9,0,0,0,1,3,0,0,1,3,1,0,0,1,0,0,1,3,1,0,0,1,0,0,0,1,4
4099,49,2,0.005204838,0,98126,0,1,0,5,0,0,0,0,1,1,5,4,4,5,5,4,5,5,4,5,2,2,3,1,2,2,2,2,3,3,2,2,0.365552286,1.301146636,1.062709416,0,1,0,0,2,0,1,1,0,0,2,0,4,0,1,2,0,0,3,1,0,1,0,0,0,-9,0,0,0,1,3,0,1,0,2,0,1,0,2,1,0,0,1,0,1,0,2,0,0,0,1,4
4100,49,2,0.127644718,0,98312,0,1,0,4,0,0,0,1,0,2,5,5,4,4,4,4,2,2,4,4,3,3,3,2,2,3,1,2,1,3,2,3,0.485385248,0.928271722,0.133858235,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,3,0,0,3,1,0,0,0,1,0,-9,0,0,1,0,2,0,1,0,2,0,0,1,3,1,0,0,1,1,0,0,1,0,0,1,0,3
4101,49,4,0.041966035,0,98031,0,1,0,3,0,0,1,0,0,4,5,4,2,5,2,1,4,5,2,2,1,1,2,1,2,1,3,1,3,2,3,2,-0.454479494,-0.100007008,0.150553063,1,0,1,0,3,1,1,1,0,0,2,0,4,0,1,2,0,1,2,0,1,0,0,0,0,1,1,0,0,1,3,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,3
4103,49,2,0.114503176,0,98118,0,1,0,3,0,0,1,0,0,3,4,3,3,4,4,4,2,5,4,4,1,2,2,3,3,2,1,3,2,3,2,2,0.156252178,0.84013601,-0.177070063,0,0,0,0,1,0,0,0,0,1,2,0,3,1,0,1,0,0,3,1,0,0,0,0,0,-9,0,0,0,1,3,0,1,0,2,1,0,0,1,1,0,0,1,0,0,1,3,0,0,0,1,4
4106,33,2,0.580238225,0,11368,1,0,0,3,0,0,1,0,0,2,5,4,4,5,4,5,3,4,5,4,3,2,2,1,2,3,2,1,3,1,2,3,0.241455394,0.374935624,0.669779339,0,1,0,0,2,0,1,1,0,0,2,0,4,0,1,2,0,0,3,1,0,0,0,0,0,1,1,0,0,1,3,0,0,1,3,0,0,1,3,1,0,0,1,0,0,1,3,0,0,0,1,4
4107,49,2,0.016140786,0,98101,1,0,0,5,0,0,0,0,1,1,5,5,5,5,5,5,5,3,4,5,3,2,3,3,1,3,1,1,1,1,3,3,0.393136043,1.139350409,0.712991554,1,1,0,0,2,1,1,1,0,0,2,0,4,0,0,3,0,0,3,1,0,1,1,0,0,-9,0,0,0,1,3,0,0,1,3,0,0,1,3,0,0,1,3,0,0,1,3,0,0,0,1,4
4108,49,4,0.01282857,0,98122,1,0,0,3,0,0,1,0,0,3,2,3,3,4,3,3,2,4,4,3,2,2,2,3,2,2,2,2,3,3,2,3,-0.27071466,0.344051876,-0.667986815,0,0,0,1,4,0,0,1,0,0,2,0,4,1,0,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,3,0,0,1,3,1,0,0,1,0,0,1,3,0,0,1,3,0,0,0,1,4
4109,49,4,0.022451002,0,98203,0,1,0,1,1,0,0,0,0,2,3,2,5,3,4,4,5,1,4,1,2,2,2,3,2,2,1,2,2,2,2,4,-0.491170745,-0.850829419,0.264472391,1,1,0,0,2,0,0,1,0,0,2,0,4,1,0,1,0,0,3,1,0,0,0,0,0,1,1,0,1,0,2,0,1,0,2,0,0,1,3,0,1,0,2,0,1,0,2,0,0,0,1,4
4113,49,2,0.224111295,0,98134,0,1,0,1,1,0,0,0,0,1,5,3,5,1,1,1,1,4,4,1,2,1,3,3,2,2,3,1,2,1,3,1,-0.198849176,-0.25042992,0.763961526,1,0,0,0,1,1,1,1,0,0,1,1,1,0,1,2,0,1,2,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,3,0,0,1,3,0,1,0,2,0,0,1,3,0,0,0,1,4
4115,49,4,0.054193777,0,98499,0,1,0,3,0,0,1,0,0,1,5,1,4,4,1,3,1,3,4,3,2,2,2,3,2,2,2,2,2,3,3,2,-0.072834316,-0.076155891,-1.128069626,1,0,1,0,3,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,-9,0,0,1,0,2,0,0,1,3,0,0,1,3,0,0,1,3,0,1,0,2,0,0,0,1,4
4116,49,4,0.058575798,0,98115,1,0,0,2,0,1,0,0,0,1,2,2,4,4,1,1,1,3,5,3,2,2,2,4,2,2,2,2,2,4,4,3,0.89771071,-0.747736261,1.106891978,1,0,0,1,4,0,1,1,0,0,2,0,4,0,0,3,1,0,1,0,1,0,0,1,0,-9,0,0,0,1,3,0,0,1,3,0,1,0,2,0,0,1,3,1,0,0,1,0,0,0,1,4
4118,49,2,0.030264945,0,98375,0,1,0,2,0,1,0,0,0,2,4,3,4,3,2,1,1,4,4,3,2,2,2,3,3,1,1,2,3,3,2,2,-0.057140477,-0.439762927,-0.241692179,0,1,0,0,2,0,1,1,0,0,2,0,4,0,0,3,0,0,3,0,0,0,1,1,0,1,1,0,1,0,2,0,1,0,2,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,2
4120,49,4,0.064031647,0,98059,0,1,0,1,1,0,0,0,0,1,4,2,4,4,1,3,1,4,5,2,2,2,2,1,2,2,1,2,3,3,2,3,0.556325298,0.709638447,0.088826987,0,0,0,1,4,1,1,1,0,0,2,0,4,0,0,3,0,1,2,0,0,0,0,1,0,-9,0,0,1,0,2,0,1,0,2,1,0,0,1,0,0,1,3,1,0,0,1,0,0,1,0,3
4121,49,4,0.037259857,0,98444,0,1,0,2,0,1,0,0,0,2,4,2,4,3,2,3,1,5,4,3,1,3,1,1,2,2,1,2,3,4,2,2,0.451349242,0.080539653,0.030897059,1,0,1,1,4,0,0,1,0,0,2,0,4,1,0,1,1,0,1,0,0,0,0,0,0,-9,0,0,0,1,3,0,1,0,2,0,0,1,3,0,1,0,2,0,1,0,2,0,0,0,1,4
4122,49,4,0.03521554,0,98311,0,1,0,2,0,1,0,0,0,2,4,4,4,5,2,3,1,4,5,4,1,3,2,3,2,2,2,2,3,3,2,3,0.718771779,0.0787825,-0.476542905,0,0,0,1,4,0,0,0,1,0,2,0,2,0,1,2,0,1,2,0,0,0,0,1,0,-9,0,0,1,0,2,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,2
